Pro,Con,Judges,Votes,Win
Edgemont Junior-Senior MA,Durham BC,"Elizabeth Chen																																		joseph donowho																																		Jordan Wasserberger","Pro																												Pro																												Pro","3-0																															PRO"
Thomas Jefferson HSST ZL,Edina SJ,"Anna Brent-Levenstein																																		Julio Cordero																																		Ethan Gelfer","Con																												Con																												Pro","2-1																															CON"
