Pro,Con,Judges,Votes,Win
Madison West BB,Theodore Roosevelt MM,"Kate Totz																																						Scott Nesvold																																						Michael Lee","Con																															Pro																															Con","2-1																															CON"
Blake PD,Theodore Roosevelt BH,"Jenny Struthers																																						Maddie Cook																																						Sara Rabon","Pro																															Pro																															Pro","3-0																															PRO"
Theodore Roosevelt CM,Blake SV,"Tracy Lee																																						Theo Rehm																																						Rahaditya Raisuli","Pro																															Pro																															Pro","3-0																															PRO"
Lakeville North WK,Lakeville North TS,,Lakeville North TS advances,Lakeville North TS advances
