Pro,Con,Judges,Votes,Win
Acton-Boxborough DM,St Luke's GG,"Tara Gill																																						Ajith Vasudevan																																						Matthew Zhang","Con																															Con																															Con","3-0																															CON"
Bronx Science OS,Acton-Boxborough SS,"Howard Wei																																						Grace Hu																																						M. Reza MALIHI","Con																															Con																															Con","3-0																															CON"
Scarsdale LL,Regis CM,"Meghana Kulkarni																																						Vishal Misra																																						Robert Ganis","Con																															Pro																															Pro","2-1																															PRO"
Horace Mann TC,Acton-Boxborough LJ,"Darby Ginsberg																																						Tim Russell																																						Jonah Sah","Con																															Con																															Con","3-0																															CON"
Sharon KS,Newton South MK,"Selina Tang																																						Qibin Su																																						Ryan Carragher","Pro																															Pro																															Con","2-1																															PRO"
Summit LM,Trinity FY,"Kurtis Lee																																						Shruti Pokharna																																						Nicole Vournazos","Con																															Con																															Con","3-0																															CON"
Horace Mann AP,Thomas S. Wootton TP,"Andy Stubbs																																						Ethan Cooperman																																						Lotem Loeb","Con																															Pro																															Con","2-1																															CON"
Newton South MH,Horace Mann GY,"Grisel Reyes																																						William LaMoure																																						Aidan McPhee '23","Con																															Pro																															Con","2-1																															CON"
