Pro,Con,Judges,Votes,Win
Trinity FY,Thomas S. Wootton TP,"Tara Gill																																						Aidan McPhee '23																																						Lotem Loeb","Con																															Con																															Con","3-0																															CON"
Horace Mann GY,Acton-Boxborough LJ,,"Pro FFT																									Con BYE","Pro FFT																									Con BYE"
