Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Immaculate Heart BS,BASIS Silicon Valley YS,Wyeth Renwick,Neg,28.9,29.0
Archbishop Mitty DM,Harker JS,Clare Bradley,Aff,28.8,28.7
SLC Independent LM,Sehome RS,Sheelah Bearfoot,Neg,26.0,28.5
Harker SY,Lynbrook VV,Saranya Singh,Neg,28.8,28.9
Harker ASi,Stanford OHS ES,Shreeram Modi,Aff,28.2,28.1
Harker LC,BASIS Silicon Valley JK,Clare Bradley,Aff,29.2,29.1
Harker ID,Marlborough PP,Ian Beier,Neg,28.6,29.3
Gabrielino OL,Golden State MW,Ana Bittner,Neg,29.0,29.1
Marlborough LF,Lynbrook NM,Ava Manaker,Aff,28.5,28.3
Mountain View CS,Marlborough DK,David Kilpatrick,Neg,28.2,28.4
Marlborough RB,Monta Vista EY,Ava Manaker,Neg,28.4,28.6
Marlborough TZ,Harker AY,Elizabeth Su,Aff,28.9,28.7
Marlborough AM,Harker AA,Elizabeth Su,Aff,29.5,28.4
Lynbrook BZ,Harker NB,Saranya Singh,Neg,29.6,29.3
Lynbrook ST,Leigh HH,Will Trinh,Aff,28.4,28.3
Marlborough OO,Harker RA,Jenny Liu,Aff,29.3,29.2
Marlborough CS,Milpitas AR,Frank Li,Neg,26.0,27.0
Harker SD,Los Altos AK,Tarpan Mishra,Neg,29.5,29.7
Brophy VF,Dublin HS Independent AG,Carlos Carrasco,Neg,29.9,30.0
Cupertino Independent AC,Amador Valley EM,Tarpan Mishra,Neg,28.7,29.2
Harker VL,Marlborough MSa,David Dosch,Aff,29.0,28.9
Monta Vista AA,Archbishop Mitty AM,Shrey Raju,Aff,29.0,28.9
Lynbrook AS,Monta Vista HL,Mandeep Chadha,Neg,27.5,28.0
Harker JY,Marlborough KM,Jenny Liu,Neg,28.8,29.2
Harker LY,Santa Clara SM,Hope Lee,Neg,28.5,28.7
Monta Vista SC,Berkeley Independent DG,Samantha McLoughlin,Neg,28.5,28.8
Immaculate Heart MD,Milpitas DY,Sophia Tian,Neg,28.4,28.5
Immaculate Heart ES,Lynbrook OM,Alexandra Mork,Neg,29.2,29.5
Heritage Independent RL,Brophy VW,David Kilpatrick,Neg,28.4,28.5
Notre Dame San Jose YG,Harker LL,Shreeram Modi,Neg,28.0,28.1
Archbishop Mitty AP,ADL VK,Nicole Mui,Neg,29.7,29.8
Milpitas VP,Harker TP,Anika Ganesh,Neg,28.2,28.8
Immaculate Heart AE,Palisades Charter SM,Ana Bittner,Neg,28.7,28.8
Marlborough LS,Riverside Independent PK,Alexandra Mork,Aff,28.6,28.5
Immaculate Heart MF,Tri-Valley Coalition LA,Michael Harris,Aff,29.0,28.7
,Golden State AC,,Neg BYE,Neg BYE,
