Pro,Con,Judges,Votes,Win
Strake Jesuit  DY,Seven Lakes KW,"Cindi Havron																																		Clement Agho-Otoghile																																		Greg Mayo","Con																												Pro																												Pro","2-1																															PRO"
Park City WO,Southlake Carroll DS,"Anand Pathak																																		Gary Boeger																																		Kendrick Foster","Pro																												Con																												Con","2-1																															CON"
