Aff,Neg,Judges,Votes,Win
St Thomas CO,Northland Christian LM,"Temitope Ogundare																																						Curtis Ortega																																						Derek Han																																						Samuel Rice																																						Patrick Fox","Neg																															Neg																															Aff																															Aff																															Aff","3-2																															AFF"
