Aff,Neg,Judges,Votes,Win
Lynbrook OM,Marlborough PP,"David Dosch																																						Samantha McLoughlin																																						Nick Loew","Aff																															Aff																															Aff","3-0																															AFF"
Strake Jesuit  JW,Marlborough OO,"Molly Urfalian																																						Andrew Gong																																						Ana Bittner","Aff																															Neg																															Aff","2-1																															AFF"
OCSA IL,Harker SD,"Jasmine Stidham																																						Joe Rhee																																						Parker Traxler","Aff																															Aff																															Aff","3-0																															AFF"
Harrison JB,Lynbrook BZ,"Elizabeth Elliott																																						Jared Burke																																						Ana Bittner","Neg																															Neg																															Neg","3-0																															NEG"
Klein Oak JW,Lynbrook VV,"Patrick Fox																																						David Dosch																																						Alice Waters","Aff																															Neg																															Aff","2-1																															AFF"
St Luke's DG,Greenhill SK,"Chris Theis																																						Mark Kivimaki																																						Nate Graziano","Neg																															Neg																															Neg","3-0																															NEG"
Harrison JG,Head-Royce AJ,"Bryce Sheffield																																						Chris Castillo																																						Brett Cryan","Neg																															Neg																															Neg","3-0																															NEG"
Marlborough AM,Isidore Newman AB,"Nick Fleming																																						Taylor Tsan																																						Adam Lipton","Aff																															Neg																															Aff","2-1																															AFF"
