Pro,Con,Judges,Votes,Win
Lexington ML,Bergen Independent YS,"Yeqing Tang																																						Jamie Brashear																																						Ishan Dubey","Con																															Pro																															Con","2-1																															CON"
Blake LB,Richard Montgomery CX,"Sohail Jouya																																						Sky Juinio																																						Wyatt Hatfield","Pro																															Con																															Con","2-1																															CON"
Blake CK,Pacific Blue Prep WZ,"Cade Blenden																																						Leann Liu																																						Bob Shurtz","Pro																															Con																															Pro","2-1																															PRO"
Montgomery Blair LT,Awty International ZZ,"Les Phillips																																						Bruce Missell																																						Jen Lee","Pro																															Con																															Pro","2-1																															PRO"
Strake Jesuit  SZ,Germantown Friends LZ,"Aditya Gollamudi																																						Shane Stafford																																						Thomas Gill","Con																															Con																															Pro","2-1																															CON"
Hawken MJ,Blake CB,"Caleb Smith																																						Sheryl Kaczmarek																																						John Liu","Pro																															Pro																															Pro","3-0																															PRO"
Nueva AH,Nueva CG,,Nueva AH advances,Nueva AH advances
Strake Jesuit  ZG,Strake Jesuit  HH,,Strake Jesuit  ZG advances,Strake Jesuit  ZG advances
