Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Bellarmine  RS,Middle EA,Kyle Hietala,Aff,29.5,27.5
Brophy AS,BASIS Scottsdale EK,Tim Alderete,Neg,27.0,27.5
Carlsbad NJ,Archbishop Mitty RT,Rajini Chettipally,Neg,27.0,28.0
Archbishop Mitty AM,BASIS Scottsdale AK,Joey Antonelli,Neg,29.3,29.6
Mountain House MV,BASIS Chandler NJ,Rajini Chettipally,Neg,27.0,28.0
Arcadia SB,Archbishop Mitty CP,Jennifer LeSieur,Neg,27.0,28.5
Archbishop Mitty JB,Dougherty Valley SV,Jennifer LeSieur,Neg,28.0,28.3
Arizona  SZ,BASIS Scottsdale JV,Calvin Tyler,Neg,29.2,29.3
Kent Denver CM,Park City SV,tyler bettilyon,Aff,27.5,27.0
BASIS Peoria AN,Brophy NR,Dave Becker,Neg,29.0,29.1
Westmont LZ,Issaquah Independent AF,Mark Woodhead,Neg,28.4,28.8
Brophy VW,Albuquerque EG,tyler bettilyon,Aff,27.0,27.0
Westmont MS,Brophy MC,Gabriel Sandoval,Neg,28.1,28.0
Arcadia AM,Montgomery HL,Bo Zeng,Aff,28.0,26.0
BASIS Peoria RG,Dougherty Valley MJ,Lukas Fantin,Neg,26.0,28.0
BASIS Peoria SC,Albuquerque CG,Paul Li,Aff,29.0,28.5
Dougherty Valley PN,Highland LK,Kyle Hietala,Aff,29.2,29.0
BASIS Peoria SR,Palo Verde CB,Tom Sawyer,Neg,29.3,29.5
SLC Independent LM,Albuquerque VM,Calvin Tyler,Aff,29.0,27.5
Nova 42 EW,Park City AB,Dalton Richardson,Neg,30.0,29.0
BASIS Chandler WI,Adrienne C. Nelson OD,Mark Woodhead,Aff,29.4,28.5
Corner Canyon MS,McClintock DC,Reethu Jose,Aff,28.8,28.5
Carlsbad PF,Coral Academy of Science Las Vegas ZK,Frederick Changho,Neg,28.1,28.4
Mountain House SG,Desert Vista JL,Caleb Liu,Neg,29.0,29.0
Mountain House AK,Park City MS,Paddu Vedam,Aff,29.0,28.4
Meadows TB,Brophy AP,Philimon Yosafat,Aff,29.3,28.9
Dougherty Valley SL,BASIS Scottsdale TK,Philimon Yosafat,Neg,28.8,28.9
Palo Alto AC,Kent Denver DG,Meryem Anderoglu,Neg,28.3,28.5
Palo Alto YZ,Albuquerque SS,Caleb Liu,Aff,29.0,29.0
BASIS Scottsdale AV,Bellarmine  KR,Anu Harindran,Neg,25.0,28.0
Montgomery DM,Archbishop Mitty VM,Joey Antonelli,Aff,28.6,28.5
Clark FW,Brophy AM,Bethany McDonald,Aff,28.0,27.5
Mountain House HK,Kent Denver AA,Meryem Anderoglu,Neg,28.0,29.5
Albuquerque AH,Kent Denver IR,Tom Sawyer,Aff,27.8,27.4
Palo Alto DC,Highland JT,Bo Zeng,Neg,28.0,29.0
Corner Canyon SE,Hamilton CW,Paul Li,Aff,29.0,28.5
Archbishop Mitty AG,Meadows FR,Gabriel Sandoval,Aff,28.2,27.2
Mountain House AR,Westmont FC,Frederick Changho,Aff,26.5,26.2
Dougherty Valley HS,Durham SJ,Dalton Richardson,Neg,28.0,28.0
Hamilton GJ,Highland LP,Paddu Vedam,Neg,29.2,29.7
Archbishop Mitty AGu,BASIS Chandler HL,Dave Becker,Aff,29.2,29.0
BASIS Peoria VU,Westmont GK,Reethu Jose,Aff,28.7,28.4
