Pro,Con,Judges,Votes,Win
JR Masterman CA,Delbarton EC,"Giselle Paulson																																						Sam Jones																																						Justin Black																																						Annushka Agarwal																																						Inko Bovenzi																																						Jenna Hong																																						Catherine Liu","Con																															Con																															Pro																															Con																															Pro																															Pro																															Con","4-3																															CON"
