Pro,Con,Judges,Votes,Win
College Prep BP,Blake TP,"Noah Mengisteab																																		Lillian Albrecht																																		Jason Chang","Con																												Con																												Con","3-0																															CON"
Walt Whitman BW,Westlake RW,"Eli Glickman																																		Mollie Clark																																		Lauren Gillis","Pro																												Pro																												Con","2-1																															PRO"
Edina SJ,Edina EB,,Edina SJ advances,Edina SJ advances
Durham VC,Durham HP,,Durham VC advances,Durham VC advances
