Aff,Neg,Judges,Votes,Result
Princeton JG,Harrison AC,"rema bhat																																		Nithin Ramachandran																																		Katherine Brainard","Neg																												Aff																												Neg","2-1																															NEG"
Harrison JP,Ridge VS,"Chianli Hang																																		David Coates																																		Ausha Curry","Aff																												Aff																												Aff","3-0																															AFF"
