Pro,Con,Judges,Votes,Win
Lakeville North LM,Theodore Roosevelt TB,"Cody Dorumsgaard																																						Lillian Albrecht																																						Joshua Enebo","Pro																															Pro																															Pro","3-0																															PRO"
Blake CK,Langley RC,"Swati Chakraborty																																						Andrew Hentges																																						Michael Milles","Con																															Con																															Con","3-0																															CON"
Blake LD,Bronx Science KR,"Maddie Cook																																						Neev Mangal																																						Matthew Sebastian","Pro																															Con																															Con","2-1																															CON"
Seven Lakes AR,Delbarton CE,"Nicole Kroepel																																						Jen Lee																																						Sohail Jouya","Con																															Pro																															Con","2-1																															CON"
Westwood VD,Seven Lakes MJ,"Tracy Brown																																						J Parrish																																						Sofia Perri","Con																															Pro																															Pro","2-1																															PRO"
Blake BaCa,Delbarton XA,"Parker Klyn																																						Yutong Hu																																						Jai Chenchlani","Con																															Con																															Pro","2-1																															CON"
Edina SW,Seven Lakes KS,"Brooke Blanton																																						Shailja Panchal																																						Wyatt Dayhoff","Con																															Con																															Con","3-0																															CON"
Cary Acad RL,Seven Lakes CL,,"Pro FFT																									Con BYE","Pro FFT																									Con BYE"
