Pro,Con,Judges,Votes,Win
College Prep EP,Miramonte MY,"Edward Rumbos-Perez																																		Tianji Li																																		Pushpendra Duhoon","Con																												Con																												Con","3-0																															CON"
Flintridge Prep ZV,Westridge LC,"Dave Roach																																		Tristan Bato																																		Kelly Ye","Con																												Pro																												Pro","2-1																															PRO"
