Pro,Con,Judges,Votes,Win
Fairmont Prep SS,JR Masterman CA,"Susan Ramsey																																						Emma Wilkinson																																						Aryan Nair","Con																															Con																															Con","3-0																															CON"
Delbarton XA,Seven Lakes CL,"Gabe Rusk																																						Veer Prakash ('23)																																						Cecilia Granda-Scott","Pro																															Pro																															Pro","3-0																															PRO"
Delbarton CE,Chapin MS,"Jonathan Chen																																						Michelle Howell																																						Owen Brent-Levenstein ('23)","Pro																															Pro																															Pro","3-0																															PRO"
Fairmont Prep KT,Cary Acad LJ,"Tiana Sharpe																																						Jade Ismail																																						Kimberly Guise","Con																															Con																															Con","3-0																															CON"
Clarksburg CK,Cary Acad ZH,"Katheryne Dwyer																																						Bryce Piotrowski																																						Timothy Huth","Con																															Con																															Con","3-0																															CON"
University KA,Chapin WI,"Selma Tabakovic																																						Guixian Lin																																						Tim Christensen","Con																															Con																															Con","3-0																															CON"
Taipei American LeHu,Southlake Carroll GW,"Jennifer Mize																																						Tracy Brown																																						Aamer Husain ('22)","Con																															Con																															Pro","2-1																															CON"
Taipei American WC,Taipei American YL,,Taipei American WC advances,Taipei American WC advances
