Aff,Neg,Judges,Votes,Win
Strake Jesuit  MM,Greenhill SK,"Alice Waters																																						Allyson Spurlock																																						Scott Phillips","Neg																															Neg																															Neg","3-0																															NEG"
Marlborough PP,Heights EP,"Marge Strong																																						Rodrigo Paramo																																						Sophie Wilczynski","Neg																															Neg																															Neg","3-0																															NEG"
Village SZ,Harvard-Westlake WL,"Chris Castillo																																						Claudia Ribera																																						Sruthi Ilangovan","Aff																															Aff																															Aff","3-0																															AFF"
Harvard-Westlake KM,Westlake MR,"Aryan Jasani																																						Truman Le																																						Patrick Fox","Neg																															Neg																															Neg","3-0																															NEG"
