Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Ardsley KK,Livingston EP,Saied Beckford,Aff,28.8,28.5
Stuyvesant HJ,Livingston KS,Rocco Panangadan,Aff,28.4,28.3
Bridgewater Raritan RS,CR North KL,Kitty Teng,Aff,29.0,28.0
Lindale KM,Germantown YK,Angela Shen,Neg,28.4,28.9
Ridge SK,CR North DR,Rohit Jagga,Aff,29.0,28.5
Summit AK,La Salle XP,Frasat Chaudhry,Neg,28.5,28.9
Bridgewater Raritan MY,CR North SN,Vikram Rao,Neg,28.3,28.8
Livingston SG,Newark Tech JA,Nitin Shenvi,Neg,29.0,29.5
Stuyvesant PH,Fordham Prep LP,Saied Beckford,Aff,28.8,28.3
Bronx Science JS,Ridge SG,Ali Ahmad,Aff,28.2,28.0
Lindale MB,Horace Greeley SG,Grant Brown,Neg,28.5,29.0
Bronx Science AR,Millburn RD,Rohit Jagga,Neg,29.0,29.4
Cherry Hill HS East CR,Regis EO,Jose Rivera,Aff,28.5,28.3
CR North MR,Unionville AS,Jose Rivera,Aff,28.4,28.3
Bridgewater Raritan AP,Olentangy VA,Zhiying Hu,Neg,28.7,28.8
Brearley MH,Regis LA,Adrian Duran Rey,Aff,27.7,27.5
Millburn RR,Germantown CZ,Frasat Chaudhry,Neg,28.2,28.3
Lindale DC,Edgemont AP,Grant Brown,Neg,28.1,28.2
Brearley IC,Pennsbury SI,Adrian Duran Rey,Aff,28.5,27.9
Strath Haven ZP,La Salle RR,Nitin Shenvi,Neg,29.0,29.2
La Salle JJ,Edgemont SU,Zhiying Hu,Aff,28.5,27.9
Bronx Science AH,CR North JX,Viktoriya Paroder,Aff,27.0,29.0
Bridgewater Raritan SS,Millburn LH,Jordana Bales,Neg,27.8,28.3
Germantown SS,Pennsbury KH,William LaMoure,Neg,29.5,30.0
Regis PG,Haverford RS,Maneesh Ahuja,Aff,29.5,29.0
Ridge MS,Hunter SO,Tianyi Wang,Aff,28.8,28.4
Meadow Glen VW,Stuyvesant DZ,Ali Ahmad,Aff,28.7,27.8
Germantown LZ,,,,,
