Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Cabot KB,Hawken JJ,Sebastian Cho,Neg,28.3,28.4
Colleyville Heritage GM,Delores Taylor Arthur School for Young Men JB,Temitope Ogundare,Neg,29.6,29.8
Holy Trinity Episcopal AR,Greenhill DM,Jacob Nails,Neg,28.2,28.6
Seven Lakes JF,Northland Christian AH,Robert Arroyo,Neg,29.5,30.0
Sophie B. Wright Institute Of Academic Excellence AM,Flintridge Prep IL,Nicholas Ford,Neg,27.5,29.1
Brophy MS,Lakeridge JZ,Zoie Wong,Neg,28.9,29.0
Midtown HJ,Clear Lake RM,Minh Le,Neg,28.6,29.1
Dr. Phillips CL,Clear Lake CW,Eva Lamberson,Neg,29.9,30.0
Northland Christian LM,Delores Taylor Arthur School for Young Men LD,Osmane Sanogo,Aff,28.9,28.0
Wayzata BF,Greenhill MA,Colton Gilbert,Neg,28.9,29.5
Village SL,Greenhill VT,Austin Broussard,Aff,30.0,28.0
University JK,Kinkaid CM,Kris Qiu,Neg,29.0,28.0
Harrison FW,Greenhill AN,Ella Jewell,Neg,27.5,28.0
Acton-Boxborough HS,Newark Science DA,Chance Boreczky,Aff,28.9,28.7
Iowa City West FH,Bellingham ES,Eva Lamberson,Aff,28.5,28.4
Acton-Boxborough NK,Greenhill RK,Diego Arcos,Aff,30.0,29.9
Delores Taylor Arthur School for Young Men JW,Little Rock Central KC,Chetan Hertzig,Neg,28.7,28.8
Greenhill EX,Delores Taylor Arthur School for Young Men DN,Kevin Bertram,Aff,28.6,28.4
James Logan MD,Sophie B. Wright Institute Of Academic Excellence TS,Feng Liang,Aff,29.5,29.3
Success Academy HSLA-BROOKLYN BB,Harrison AN,Hannah Stafford,Neg,28.3,29.0
Kinkaid EM,Clear Lake LL,Yuanzhong Fan,Aff,30.0,28.6
Elkins SS,Plano West RC,Yuanzhong Fan,Neg,29.0,30.0
Iowa City West JL,Midtown NF,Sebastian Cho,Aff,28.7,28.6
Plano West AR,Holy Trinity Episcopal CH,Amanda Ciocca,Aff,29.8,29.7
St Mary's Dominican SR,Wheatley AM,Austin Broussard,Neg,27.0,30.0
Village SZ,Travis B. Bryan EC,Seth Lee,Aff,29.4,29.1
Greenhill PS,Kinkaid SZ,Amanda Ciocca,Neg,29.4,29.7
Sophie B. Wright Institute Of Academic Excellence BP,Millard North KB,Lydia Wang,Neg,28.5,28.7
Newark Science AL,James Logan MA,Hannah Stafford,Aff,29.4,28.5
Waring MB,Greenhill AK,Colton Gilbert,Neg,29.3,29.4
Harrison AGa,University NB,Osmane Sanogo,Aff,28.3,28.2
St Thomas CO,Brophy VF,Philip Dai,Neg,28.5,28.7
Lafayette LT,Winston Churchill PH,Truman Le,Neg,28.0,29.4
Altamont SB,James Logan JS,Temitope Ogundare,Neg,28.0,28.1
Little Rock Central CS,University AS,Charles Zenhausern,Neg,29.0,29.2
Walt Whitman SC,Cornerstone ES,Elizabeth Elliott,Neg,28.6,28.7
Harrison AG,North Allegheny KW,Ella Jewell,Aff,27.5,27.0
University ZA,Greenhill TH,Chetan Hertzig,Neg,28.0,28.1
Wayzata NS,Greenhill PR,Jacob Nails,Aff,28.7,28.3
Collegiate RP,St Mary's Dominican AJ,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT",
