Aff,Neg,Judges,Votes,Win
Harrison JP,Prospect ST,"John Sims																																		Clement Agho-Otoghile																																		Rodrigo Paramo","Aff																												Aff																												Aff","3-0																															AFF"
Strake Jesuit  KS,Strake Jesuit  JW,,Strake Jesuit  KS advances,Strake Jesuit  KS advances
