Aff,Neg,Judges,Votes,Win
Lake Highland Prep AB,Harker MK,"Sam Anderson																																		Tyler Anderson																																		Mathew Lauer","Aff																												Aff																												Aff","3-0																															AFF"
McNeil AG,Marlborough WR,"Rodrigo Paramo																																		Jayanne Forrest																																		Jacob Nails","Neg																												Neg																												Aff","2-1																															NEG"
St Agnes EH,Harker AS,"Cale McCrary																																		Dylan Sutton																																		Bennett Dombcik","Neg																												Neg																												Neg","3-0																															NEG"
Eagan AE,Millard North NL,"Jordan Frese																																		Amadea Datel																																		Krutin Devesh","Aff																												Aff																												Aff","3-0																															AFF"
