Pro,Con,Judge,Win,"Pro								Points","Con								Points"
Strake Jesuit  LH,Harker GV,Noah Mengisteab,Pro,"PHablinski																																																												29.0																																																																																								RLi																																																												28.9","MGupta																																																												27.0																																																																																								VVijay																																																												27.1"
NSU MS,Blake BT,Daoshan Sun,Con,"JSzapiro																																																												29.0																																																																																								MMalka																																																												28.9","HBanatwala																																																												29.2																																																																																								STarafder																																																												29.1"
Mountain Brook LH,Durham KG,Sheryl Kaczmarek,Pro,"SHolden																																																												29.2																																																																																								WLong																																																												29.0","CKnowles																																																												28.9																																																																																								SGao																																																												29.1"
Nueva IR,Avenues: The World CB,Nyla Crayton,Con,"JRong																																																												28.7																																																																																								AIyer																																																												28.6","JBrashear																																																												29.4																																																																																								RChen																																																												29.3"
Nueva AG,Durham SE,Shane Stafford,Pro,"OAlferness																																																												29.5																																																																																								AGupta																																																												29.4","AErden																																																												28.3																																																																																								JSpitzer																																																												28.5"
Blake CB,Marist ZC,Elizabeth Weas,Con,"SBalachander																																																												29.3																																																																																								RChen																																																												29.1","GZeigler																																																												29.2																																																																																								GCrunk																																																												29.4"
Mountain Brook WN,Durham TS,Robin Gadjen,Pro,"ENoel																																																												27.0																																																																																								EWilliams																																																												28.0","ATsui																																																												26.0																																																																																								ISchulz																																																												25.0"
Lexington RR,Awty International XZ,Zach Fleesler,Con,"SRevankar																																																												29.6																																																																																								MRaythatha																																																												28.5","BZhao																																																												29.3																																																																																								CXu																																																												29.5"
Nueva ES,Strake Jesuit  NW,Kaylee Chen,Con,"DSoral																																																												29.3																																																																																								MEmanuel																																																												29.4","EWan																																																												29.6																																																																																								INgo																																																												29.7"
Blake DP,Titan Independent PL,Jason Zhao,Con,"VPadmanabhan																																																												29.3																																																																																								JDeng																																																												29.2","SParsi																																																												29.5																																																																																								JLi																																																												29.4"
Strake Jesuit  CM,Harker LL,Grace Lorys,Con,"CCastillo																																																												28.8																																																																																								SMagon																																																												28.7","LLe																																																												29.1																																																																																								ALuo																																																												29.0"
Nueva MW,Marist BF,Kate Totz,Con,"HMcLaughlin																																																												28.6																																																																																								BWojin																																																												28.1","RBaldwin																																																												28.5																																																																																								LFindley																																																												28.3"
Blake VS,Marist MP,Sky Juinio,Con,"SSosseh																																																												28.4																																																																																								RVora																																																												28.2","NPowell																																																												29.0																																																																																								WMastella																																																												29.3"
Mountain Brook PB,Harker LY,Caleb Crayton,Con,"TBradford																																																												26.0																																																																																								WPringle																																																												27.5","JLiu																																																												28.8																																																																																								SYeh																																																												28.0"
Nueva DY,Titan Independent SS,Susan Zana,Pro,"EYang																																																												29.8																																																																																								CD'Agostino																																																												29.9","AShe																																																												29.0																																																																																								RSun																																																												29.5"
Potomac SM,Strake Jesuit  SM,Jeffrey Miller,Pro,"TMankovsky																																																												28.7																																																																																								WShanmugam																																																												27.5","MStratton																																																												28.1																																																																																								SMurthy																																																												28.0"
Durham HB,Lexington MS,Ishan Dubey,Con,"RBass																																																												28.4																																																																																								RHechema																																																												28.3","ASethi																																																												28.9																																																																																								DMa																																																												28.8"
Blake DZ,Marist ST,Mary Beth Armstrong,Pro,"ADu																																																												28.8																																																																																								JZhou																																																												28.7","AThakur																																																												29.0																																																																																								JScherrer																																																												28.9"
