Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Plano West RC,Harvard-Westlake DB,Tim Alderete,Neg,27.8,28.4
Horace Greeley CC,Marlborough RB,Erick Berdugo,Neg,29.7,29.8
Little Rock Central GT,Strake Jesuit  MM,Kristiana Baez,Neg,29.1,29.3
McNeil AP,Harrison AN,Shania Hunt,Neg,28.0,29.5
Harker NB,Lynbrook BZ,Adam Torson,Neg,29.0,29.1
Westwood AP,Trivium CM,Michael Harris,Aff,28.2,28.0
Harvard-Westlake LS,Marlborough KM,Bryce Sheffield,Aff,29.4,29.1
Harvard-Westlake KM,Cypress Ranch SS,Brian Manuel,Aff,29.2,28.6
Barack Obama Male Leadership Academy (HS) BE,Greenhill AK,Alice Waters,Neg,28.7,29.1
Harker LC,Greenhill EX,Truman Le,Aff,29.3,29.0
Strake Jesuit  SW,Marlborough OO,Alexandra Mork,Neg,28.7,29.4
McNeil AS,BASIS Silicon Valley VP,Chris Castillo,Aff,29.2,29.1
Westlake JL,Strake Jesuit  MZ,Truman Le,Neg,28.1,28.4
Horace Greeley AM,Marlborough LF,Lawson Hudson,Aff,28.9,28.8
Isidore Newman RH,Little Rock Central CS,Christopher Randall,Neg,27.5,29.7
Lynbrook OM,Coppell ZM,Rahul Penumetcha,Aff,29.4,28.7
Waring MB,Westwood SM,Ethan Chen,Aff,29.7,29.4
Memorial EJ,Plano West SG,Amanda Ciocca,Neg,29.2,29.3
Greenhill DM,Harker SS,Chris Theis,Neg,28.9,29.2
Edgemont AP,Strake Jesuit  JW,Alice Waters,Aff,28.7,28.6
Lovett EL,Isidore Newman MB,Jacob Nails,Aff,28.7,28.6
Coppell SY,Marlborough AM,Lawson Hudson,Neg,29.1,29.5
Westwood DV,Coppell KT,Nate Watkins,Neg,28.9,29.5
Memorial AW,Lynbrook AS,Kabir Buch,Aff,29.1,28.9
Cabot KB,Strake Jesuit  SR,Kristiana Baez,Aff,29.1,28.9
Isidore Newman DC,McNeil NV,Avery Wilson,Neg,29.0,29.1
Horace Greeley SG,Harker SD,Nate Watkins,Neg,29.0,29.7
Little Rock Central SH,Harvard-Westlake EY,Ruth Patterson,Neg,28.7,28.8
McNeil JL,North Dallas SJ,Michael Harris,Aff,28.4,28.4
Harvard-Westlake JT,Village SZ,Chris Theis,Neg,28.6,29.0
Plano West AR,Sonoma AM,Dhruva Mambapoor,Aff,29.2,28.7
Vestavia Hills MH,McCallum MF,Shania Hunt,Aff,29.5,27.5
Vestavia Hills VZ,Barrington AC,Emanuel Vargas,Aff,29.5,29.1
Lynbrook VV,Dublin AG,Nick Loew,Neg,29.0,29.1
Westwood AV,Harker SSe,Ava Moon,Neg,28.4,29.0
Meadows TB,St Thomas CO,Nigel Taylor-Ward,Neg,28.5,28.0
Strake Jesuit  KS,Colleyville Heritage CB,Kabir Buch,Neg,28.6,28.9
Marlborough LS,Northland Christian LH,Bryce Sheffield,Aff,29.3,28.5
Edgemont AG,"Hillcrest HS - Dallas, TX RB",Chris Castillo,Aff,29.0,29.0
Isidore Newman SE,Clear Lake CW,Kush Vijapure,Neg,29.0,29.7
Plano West NS,Northland Christian LM,Elizabeth Elliott,Neg,28.9,29.4
Edgemont VS,Ronald Reagan SR,Elizabeth Elliott,Neg,28.4,28.5
Harrison FW,McCallum JF,Anthony Berryhill,Aff,29.6,28.7
Acton-Boxborough NK,BASIS Scottsdale JV,Amanda Ciocca,Aff,29.3,29.1
Little Rock Central YH,Greenhill AN,Nigel Taylor-Ward,Neg,28.3,28.5
Memorial CS,Irma Rangel YWLS IC,Avery Wilson,Aff,28.6,28.0
Harker TP,Clear Lake RZ,Aryan Jasani,Neg,29.3,29.4
