Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Oxford VD,Dulles NJ,Kristen Arnold,Neg,29,29
Strake Jesuit  KS,Lake Highland Prep AB,Conal Thomas-McGinnis,Aff,29,29
Troy AP,Durham SA,Vontrez White,Neg,30,30
Apple Valley LW,Coppell HA,Kumail Zaidi,Neg,28,29
Summit MR,Iowa City West NW,Amit Kukreja,Neg,28,28
Strake Jesuit  JW,Millard North NL,Jack Quisenberry,Aff,29,29
Strake Jesuit  JS,Mission San Jose SS,Alexandra Mork,Neg,29,29
Harker AS,Westlake MR,Eric Schwerdtfeger,Aff,29,29
Strath Haven AM,McNeil AG,Kaitlyn Campbell,Aff,28,29
BASIS Peoria PY,Harvard-Westlake IC,SunHee Simon,Aff,28,28
Heights AW,Marlborough HL,David Dosch,Neg,28,29
San Mateo YR,Saratoga AG,Benjamin Morbeck,Neg,29,29
Scripps Ranch AS,Harrison RP,Annie Wang,Aff,30,29
Strake Jesuit  NW,St Agnes EH,Jack Quisenberry,Aff,30,29
Dulles VN,Mountain House ES,Kristen Arnold,Aff,30,29
Walt Whitman HZ,Lincoln East BH,Brett Cryan,Aff,30,29
Isidore Newman EE,Notre Dame San Jose AG,Jonathan Meza,Aff,30,29
Prospect ST,James Bowie NW,Brett Cryan,Aff,30,29
Harrison JG,Princeton AS,Michael Harris,Neg,28,28
William G. Enloe AN,Harker PG,Amadea Datel,Neg,29,29
Sage Oak Charter AK,King CP,Vontrez White,Neg,29,29
Sammamish LW,Lake Highland Prep HL,Saied Beckford,Neg,29,30
Brophy TJ,Harvard-Westlake AW,Nick Fleming,Neg,29,29
Immaculate Heart AW,BASIS Independent Silicon Valley SK,Isaac Chao,Aff,29,29
Mercer Island KS,Scarsdale DH,Jalyn Wu,Neg,29,29
Harvard-Westlake WL,Millburn AX,Adam Torson,Aff,29,28
Harker MK,William P. Clements KK,Amadea Datel,Aff,29,29
Harrison JP,Harker RA,Sheryl Kaczmarek,Aff,29,29
Unionville AS,Harker KB,Jacob Nails,Neg,29,29
Marlborough WR,Greenhill SL,Vishan Chaudhary,Aff,30,29
Lexington AG,Dwight-Englewood EK,Samantha McLoughlin,Aff,29,28
Oak Ridge AA,Strake Jesuit  VM,Andrew Qin,Neg,29,29
Mission San Jose SR,Westridge TW,Isaac Chao,Aff,29,29
Immaculate Heart RR,Millburn ST,Akshay Manglik,Aff,29,29
Eagan AE,Clear Lake AA,Nick Fleming,Neg,29,29
Lake Highland Prep PS,Academy Of Classical Christian Studies JM,Eric Schwerdtfeger,Aff,29,29
Lynbrook SY,Plano East AW,Jacob Palmer,Neg,29,29
Charlotte Latin EL,West Des Moines Valley SJ,Annie Wang,Neg,29,29
Bergen County Academies AK,Chaminade AS,Elmer Yang,Aff,29,28
Harrison JB,Livingston RB,Kumail Zaidi,Aff,29,28
Little Rock Central MG,Carnegie Vanguard LH,David Asafu-Adjaye,Aff,29,29
Monta Vista KR,Greenhill AK,Vishan Chaudhary,Neg,29,29
Southlake Carroll EP,Marlborough MJ,Allyson Spurlock,Neg,29,29
Harker SS,Strake Jesuit  DA,Tej Gedela,Neg,29,29
Seattle IC,,,,,
