Pro,Con,Judges,Votes,Win
Plano West MZ,Seven Lakes CL,"David Kennedy																																		Sanjitha Yedavalli																																		Adesuwa Omoruyi","Pro																												Pro																												Pro","3-0																															PRO"
Strake Jesuit  PaHa,Southlake Carroll SP,"Xiaoling Wang																																		Eli Glickman																																		Katelynn Shadman","Con																												Con																												Con","3-0																															CON"
Westlake PK,College Prep HP,"Saad Hossain																																		Gabriel Thome																																		Avinash Chivakula","Pro																												Con																												Pro","2-1																															PRO"
Jasper LK,Centennial AC,"Rachel Mauchline																																		Bryce Piotrowski																																		Jeffrey Song","Con																												Pro																												Pro","2-1																															PRO"
Flower Mound SB,Oakwood HW,"Kapil Nikhra																																		Atul Kapoor																																		Murat Beskok","Con																												Con																												Con","3-0																															CON"
Seven Lakes KM,Norman North SG,"Hazel Hughes Demchak																																		Joseph Donowho																																		William Erard","Con																												Pro																												Pro","2-1																															PRO"
Seven Lakes CH,St John's LJ,"Nate Kruger																																		Mahintha Karthik																																		Lisa Goering","Pro																												Pro																												Pro","3-0																															PRO"
Seven Lakes LZ,Westwood DV,"Cale McCrary																																		Jon-Carlo Canezo																																		Wyatt Alpert","Pro																												Pro																												Pro","3-0																															PRO"
