Aff,Neg,Judges,Votes,Win
Durham SA,Peninsula KL,"Nathan Fleming																																		Nick Fleming																																		Jared Adam","Neg																												Neg																												Neg","3-0																															NEG"
Harker KB,Harker PG,,Harker KB advances,Harker KB advances
Harker AP,Harker SS,,Harker AP advances,Harker AP advances
Harker RA,Harker SY,,Harker RA advances,Harker RA advances
