Pro,Con,Judges,Votes,Win
Lakeville North TZ,Iowa City West EA,"Charlie Timm																																						Calvin Goldsberry																																						Amritha Mavuri","Con																															Con																															Con","3-0																															CON"
Iowa City West ED,Theodore Roosevelt MC,"Daniel Mortensen																																						Amy Liang																																						Austin Thoma","Con																															Pro																															Con","2-1																															CON"
Iowa City West AG,Theodore Roosevelt MM,"Henry Nomeland																																						Christopher Roe																																						Anvika Annyapu","Con																															Con																															Con","3-0																															CON"
Lakeville North LM,Lakeville North SW,,Lakeville North LM advances,Lakeville North LM advances
