Pro,Con,Judges,Votes,Win
Regis CJ,BergenTech NG,"Sonia Pfaffenroth																																		Irene Liang																																		Kavish Senthilkumar","Con																												Con																												Pro","2-1																															CON"
Regis KS,Bronx Science BD,"Ben Bartels																																		Omayma Al-awar																																		Sophie Gala","Pro																												Pro																												Pro","3-0																															PRO"
Chapin IW,Potomac ER,"Laura Kane																																		Colleen Versace																																		Melanie Cohn","Pro																												Con																												Pro","2-1																															PRO"
Jackson-Reed AZ,Summit NC,"Mike Jones																																		Mouctar Diarra																																		Amanda Frank","Con																												Con																												Con","3-0																															CON"
Berkeley Carroll BK,CR North MS,"Jilian Ohikuare																																		Marvin Mujko																																		Seema Nadeem","Pro																												Pro																												Con","2-1																															PRO"
Regis GM,Regis CM,,Regis GM advances,Regis GM advances
Regis AQ,Regis CK,,Regis AQ advances,Regis AQ advances
Regis FJ,Regis HT,,Regis FJ advances,Regis FJ advances
