Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Sheboygan South CH,Eagan KA,Breanna Wollman,Neg,28.0,28.2
Horace Greeley CC,Isidore Newman DC,Truman Le,Neg,28.7,29.1
Lakeville North JB,Apple Valley JB,John Smarra,Neg,29.2,29.4
West Des Moines Valley JS,Johnston EH,Evelyn Asay,Neg,28.0,28.1
Holy Trinity Episcopal CH,West Des Moines Valley LV,Mark Kivimaki,Aff,28.9,28.3
West Des Moines Valley DN,Lexington KZ,Spencer Swickle,Neg,28.6,28.9
Bronx Science SF,American Heritage Broward NS,Conal Thomas-McGinnis,Neg,28.0,27.0
Harvard-Westlake OF,Eagan EM,David Coates,Aff,28.5,28.0
Harvard-Westlake AS,Harrison FW,Elizabeth Elliott,Aff,29.5,29.2
Minnetonka IC,West Des Moines Valley DW,Stephen Scopa,Aff,28.6,28.0
Edina ZC,Theodore Roosevelt IR,Jack Timm,Aff,28.5,28.0
Westwood MS,Wayzata KF,Christina Phillips,Aff,28.9,28.8
Lakeville South EH,Sehome RS,Andrew Brandt,Aff,29.0,28.8
American Heritage Broward JX,Westwood DV,Ryan Davis,Aff,29.3,29.2
Wheatley AM,Waring MB,Avery Wilson,Neg,29.6,29.7
Edina AY,Lakeville South AS,David Henning,Neg,27.4,27.7
St Michael Albertville BD,BASIS Scottsdale JV,Elliot Harvanko,Aff,28.2,28.1
Strake Jesuit  LC,American Heritage Broward JG,Gene Bressler,Neg,28.4,28.5
Harvard-Westlake EG,Rosemount PM,Sofia Ishal,Aff,29.1,28.6
Lakeville North KB,Edina WZ,Chris Coovert,Neg,25.0,25.5
Gig Harbor AC,Edina SJ,Kristin Neary,Aff,29.5,29.3
Edgemont AP,Lakeville South AY,Katie Raphaelson,Neg,29.2,30.0
Harrison SE,Edina AK,Andrew Brandt,Neg,28.3,29.2
Westwood AV,Franklin RL,Elliot Harvanko,Aff,28.5,28.3
Harvard-Westlake DB,Bronx Science AT,Hannah Stafford,Aff,28.7,27.8
Westwood APa,Edina DT,Christina Phillips,Aff,28.7,28.6
Harrison KI,Greenhill EX,Jack Booth,Neg,29.0,29.2
Greenhill MA,Harvard-Westlake MR,Mark Kivimaki,Neg,28.9,29.3
Lexington RB,St Michael Albertville ZD,Justin Abraham,Aff,28.5,29.0
Apple Valley ZC,West Des Moines Valley SS,Chetan Hertzig,Neg,28.4,28.5
Lakeville North SW,Wayzata SN,Rich Simon,Neg,28.0,29.0
Lakeville North AB,Mount Vernon AF,Vaibhav Mahajan,Neg,28.0,28.2
American Heritage Broward SB,Chaska NP,Wyatt Hatfield,Neg,28.5,29.0
American Heritage Broward MC,Wayzata NS,Conal Thomas-McGinnis,Aff,28.0,27.7
Greenhill VT,Strake Jesuit  AY,Alexandra Mork,Aff,29.3,29.2
Westwood AT,Harvard-Westlake FS,Kristin Neary,Aff,29.0,28.9
Iowa City West JL,Bronx Science CH,Lewis Martin,Neg,29.4,29.5
Millard North KB,Harvard-Westlake KM,Jordan Brown,Neg,29.1,30.0
Wayzata AR,Greenhill PR,Nolan Trinh,Neg,27.0,28.5
Barrington AC,Greenhill DM,Scott Phillips,Neg,29.0,29.1
Iowa City West FH,Bronx Science LS,Rodrigo Paramo,Neg,28.4,28.5
West Des Moines Valley AM,Bronx Science SS,Ryan Davis,Neg,28.7,29.0
Flintridge Prep CX,Harvard-Westlake LS,Jack Booth,Neg,29.1,29.3
Harvard-Westlake EY,American Heritage Broward CB,David Coates,Aff,29.0,28.5
Greenhill OG,Westwood TG,Alexandra Mork,Aff,29.3,28.7
Strake Jesuit  SW,Greenhill AK,Scott Phillips,Neg,29.0,29.1
Rosemount MS,West Des Moines Valley JC,Sofia Ishal,Neg,27.9,27.5
Northern Valley AC,Edina VS,Gene Bressler,Aff,28.9,28.5
St Michael Albertville RW,Mount Vernon AP,John Smarra,Neg,29.1,29.3
St Luke's SM,American Heritage Broward ES,Sam Anderson,Neg,29.4,29.5
