Pro,Con,Judges,Votes,Win
Bergen County Academies SM,Poly Prep Country Day ST,"Tenzin Dadak																																		Johnathan Sun																																		Lindsey Shrodek																																		Andy Wang																																		Ananya Ganesh																																		Inko Bovenzi																																		Catherine Liu","Con																												Con																												Pro																												Pro																												Pro																												Pro																												Pro","5-2																															PRO"
