Pro,Con,Judges,Votes,Win
Saratoga GJ,Acton-Boxborough LJ,"Shelly Bajaj																																		Andrew Thong																																		Akhil Perla","Pro																												Pro																												Pro","3-0																															PRO"
Quarry Lane BS,Winston Churchill GH,"Beth Cole																																		Xiomara Jean-Louis																																		Arjun Banerjee","Con																												Con																												Con","3-0																															CON"
