Pro,Con,Judges,Votes,Win
Chantilly DN,Acton-Boxborough LJ,"Cecilia Xi																																		Andrew Thong																																		Arjun Banerjee","Con																												Con																												Con","3-0																															CON"
Theodore Roosevelt GA,Winston Churchill GH,"Akhil Perla																																		Beth Cole																																		Maureen Leo","Con																												Con																												Con","3-0																															CON"
Saratoga GJ,Acton-Boxborough FE,"Apollo Wang																																		Shelly Bajaj																																		Xiomara Jean-Louis","Pro																												Pro																												Pro","3-0																															PRO"
Quarry Lane LY,Quarry Lane BS,,Quarry Lane BS advances,Quarry Lane BS advances
