Aff,Neg,Judges,Votes,Result
Harrison MB,Lexington AG,"John Sims																																		Becca Steiner																																		Jacob Lugo","Aff																												Aff																												Aff","3-0																															AFF"
Valor Christian LS,Harrison JP,"Anthony Berryhill																																		Ausha Curry																																		Kassie Colón","Neg																												Neg																												Neg","3-0																															NEG"
