Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Greenhill SK,Los Altos AK,Shruti Narayanabhatla,Neg,29.1,29.4
DuPont Manual HS    Youth Performing Arts SS,Cary Acad SM,Vontrez White,Neg,28.9,29.0
William G. Enloe PD,Ardrey Kell NG,Nelson Okunlola,Aff,29.0,28.9
Auburn LL,Harvard-Westlake AM,Ethan Massa,Neg,28.0,29.0
Lexington RL,Cary Acad RM,David McGinnis,Aff,28.0,27.9
La Salle RR,Harker VL,Brice Ezell,Neg,27.9,28.1
Harker PG,Durham SA,Riley Rees,Aff,29.5,29.3
Cary Acad PL,Isidore Newman HN,Michael Harris,Aff,28.5,28.4
Jasper AR,Barrington AC,Philimon Yosafat,Neg,28.7,28.9
Ardrey Kell KP,Hawken BG,El Contreras,Neg,28.7,29.4
Ft Lauderdale CS,Little Rock Central CSi,Jack McKyton,Neg,28.6,28.4
Immaculate Heart SS,Lexington AT,Nelson Okunlola,Aff,29.5,29.0
Jordan KV,Mountain Lakes EW,Brett Cryan,Aff,28.5,28.3
American Heritage Broward MC,Lake Highland Prep GM,Harun Vemulapalli,Aff,29.0,28.8
Brophy YS,Hawken NS,Brett Fortier,Neg,28.2,28.3
Cypress Bay SS,Lexington MS,Stephen Scopa,Neg,27.0,28.0
Cypress Bay IK,Immaculate Heart ES,Michael Harris,Neg,29.0,28.9
BASIS Silicon Valley JK,Brophy TJ,Patrick Fox,Aff,28.9,28.8
Vestavia Hills EP,West Des Moines Valley JN,Stephen Scopa,Neg,28.0,28.1
Westlake AC,Midtown FB,Aerin Engelstad,Neg,28.1,28.4
Renaissance CB,Hawken JJ,Garrett Bishop,Neg,28.8,29.1
Little Rock Central SP,Millburn RH,Chansey Agler,Neg,28.9,29.0
William G. Enloe RN,American Heritage Palm Beach AE,Jack McKyton,Aff,28.9,28.8
L C Anderson LS,Marlborough MJ,Philimon Yosafat,Neg,28.8,28.9
Peninsula SU,Immaculate Heart NH,Patrick Fox,Aff,29.3,29.0
Ardrey Kell SD,Lovett SK,David McGinnis,Neg,28.4,28.6
Horace Greeley SG,Collegiate ND,Aidan Etkin,Neg,28.7,29.3
Marlborough VA,Midtown HJ,Rodrigo Paramo,Aff,28.9,28.6
Grapevine AL,Myers Park EM,Zain Farooqui,Neg,28.5,29.0
Lovett EL,Christopher Columbus MM,Noor Lima Boudakian,Neg,28.4,29.5
Strake Jesuit  NW,Lake Highland Prep HL,Colton Gilbert,Neg,29.5,29.7
Poly Prep Country Day RG,Little Rock Central CS,El Contreras,Aff,30.0,29.9
Monta Vista KR,Coppell KT,Jayden Bai,Aff,29.5,29.2
Christopher Columbus ND,Greenwich LW,Riley Rees,Neg,28.7,28.9
Trinity Prep JC,Lynbrook JH,Harun Vemulapalli,Neg,28.1,28.2
Holy Trinity Episcopal AR,Monta Vista EY,Muzzi Khan,Neg,28.3,29.2
Harrison BS,St Agnes SL,Nicholas Ford,Aff,28.5,28.4
Jackson-Reed WN,Coppell SK,Joshua Martinez,Aff,30.0,29.9
Harvard-Westlake WL,La Salle JJ,Colton Gilbert,Aff,29.2,28.7
Holy Trinity Episcopal RP,Jackson-Reed SC,Joshua Martinez,Aff,30.0,29.9
Valley Christian CL,Peninsula BS,David Dosch,Neg,28.8,28.9
Sage Oak Charter AK,Millburn RD,Rose Larson,Aff,28.5,28.3
Princeton Independent AS,Delores Taylor Arthur School for Young Men JB,Garrett Bishop,Neg,29.0,29.2
Research Triangle KT,Jackson-Reed CT,Sam Bowen,Neg,27.0,27.3
Jordan FJ,LAMP AB,Adhitya Ravikumar,Aff,28.8,28.0
West Des Moines Valley LS,TC Roberson HC,Lucas Bailey,Aff,29.0,27.0
Harker SY,Bronx Science KO,Brice Ezell,Aff,29.2,29.0
Greenhill AK,Westlake MR,Rose Larson,Aff,29.5,29.4
Concord Carlisle FZ,Harker KB,Gordon Krauss,Neg,28.6,29.3
East Chapel Hill AX,Jasper RC,Ayman Badawy,Aff,29.0,28.7
Horace Greeley AM,Charlotte Latin NG,Chetan Hertzig,Aff,29.2,28.9
Durham PA,Newark Science AL,Deena McNamara,Aff,29.5,29.4
Dublin HS Independent AG,Charlotte Latin AT,Brett Cryan,Neg,28.6,28.8
La Salle RL,Durham KM,Chetan Hertzig,Neg,28.2,28.4
Harrison JB,Strake Jesuit  KM,Soohyuk Yoon,Neg,29.0,29.1
Dulles AS,Lynbrook BZ,Eva Lamberson,Neg,29.9,30.0
Vestavia Hills AS,Lake Highland Prep PS,Eva Lamberson,Neg,28.8,29.5
Harrison JG,Isidore Newman JD,Brett Fortier,Aff,29.2,29.1
Auburn HW,Immaculate Heart AW,David Huston,Neg,29.6,29.7
Marlborough HL,Meadow Glen VW,Soohyuk Yoon,Aff,29.0,28.8
Westlake CC,Bronx Science LW,Jonathan Meza,Neg,28.7,28.9
Strake Jesuit  MM,Lynbrook OM,Gordon Krauss,Neg,28.8,29.5
Peninsula AB,Strake Jesuit  JW,Patrick Tapia,Neg,29.2,29.5
Isidore Newman AB,Harrison RP,Lucas Bailey,Neg,28.5,29.0
Carnegie Vanguard LH,Greenhill SL,Jayden Bai,Aff,29.2,29.4
DuPont Manual HS    Youth Performing Arts JS,Little Rock Central KC,Patrick Tapia,Neg,28.5,28.7
Vestavia Hills MH,Amador Valley EM,Michael Fain,Aff,28.7,28.6
DuPont Manual HS    Youth Performing Arts AP,American Heritage Palm Beach CW,Michael Fain,Neg,27.2,28.3
Marlborough WR,Harvard-Westlake LS,David Dosch,Aff,29.3,28.9
LAMP RR,American Heritage Broward SS,Chansey Agler,Neg,28.8,29.6
Acton-Boxborough NK,McDowell JJ,Ayman Badawy,Neg,29.4,29.5
Bronx Science KL,Lake Nona IG,Vivek Rao,Neg,29.0,29.1
L C Anderson NW,Southlake Carroll AS,Nicholas Ford,Aff,29.4,29.1
LAMP YP,Stanford OHS AY,Ethan Massa,Neg,28.1,29.3
