Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Village SZ,Lexington SS,Wyatt Hatfield,Aff,29.5,28.3
Lawrenceville MM,Horace Greeley SG,Nicholas Ford,Aff,30.0,30.0
Boston Latin RB,Washington-Liberty DM,Yash Agrawal,Neg,28.5,29.0
James Logan AS,Holy Trinity Episcopal RP,Rodrigo Paramo,Neg,28.5,28.6
Nova 42 DM,Clear Lake DR,Lalit Kumar,Aff,29.0,28.6
Success Academy HSLA-BROOKLYN BB,Strake Jesuit  SQ,Charles Zenhausern,Neg,29.2,29.4
Palo Alto AS,Lexington KL,ErinLynn Pritchard,Aff,30.0,28.0
Syosset JT,Montville PM,Paul Meade,Neg,28.0,29.0
Greenhill AK,Barrington AC,Sai Karavadi,Neg,29.4,30.0
Summit LP,Jasper AR,ErinLynn Pritchard,Neg,28.0,30.0
St Agnes SL,Summit MR,E. Cook,Neg,28.3,28.4
L C Anderson NW,Summit CC,Saied Beckford,Aff,30.0,29.5
Princeton AS,Mot Charter NN,Andre Rusavuk,Aff,29.5,28.5
DuPont Manual Independent JS,West Boca Raton RA,Lalit Kumar,Aff,28.5,28.4
Stoneman Douglas AB,St Mary's Hall SB,Josie von Fischer,Neg,27.0,28.0
Livingston SK,Scarsdale JF,Zhiying Hu,Neg,29.2,28.8
Charlotte Latin EL,St Agnes EH,Danielle Schmitt,Neg,29.4,29.5
Charlotte Latin NG,Castle View ZF,Tilly Robinson,Aff,29.3,28.6
McDowell JJ,Acton-Boxborough NK,Tajaih Robinson,Neg,29.2,28.7
Cherokee Trail SA,Awty International AY,Tilly Robinson,Neg,28.2,28.4
Zvetkova Independent DZ,Chaminade AS,Andre Rusavuk,Neg,29.3,29.5
Poly Prep Country Day RG,Cypress Woods CL,Rui Ma,Aff,27.6,27.5
Neenah SH,Harrison AG,Shannon Rodgers,Neg,27.2,27.4
Granite Bay RG,Strake Jesuit  JW,Dhruv Raghavan,Neg,28.5,29.4
Millburn RH,Durham RL,Lucas Bailey,Aff,28.0,28.5
Scarsdale DH,Lexington RL,Tom Evnen,Aff,29.5,28.9
Midtown HJ,Jasper RC,Iris Chen,Aff,29.0,28.9
Lake Highland Prep GM,RD Independent AT,Alexander Sun,Aff,29.5,28.5
Stuyvesant HJ,Desert Vista AB,Shannon Rodgers,Aff,28.5,28.4
Clear Lake CW,Olympic Heights ZT,Zhiying Hu,Aff,28.8,28.6
Greenwich LW,Myers Park EM,Andrew Chin,Aff,29.3,29.2
Little Rock Central CS,Jordan KV,Elizabeth Murno,Aff,29.0,29.3
Cypress Bay IK,Stuyvesant DZ,Amadea Datel,Neg,28.6,29.0
Memorial DX,L C Anderson LS,Brett Cryan,Neg,29.1,29.2
Germantown YK,Granite Bay SA,Daniel Xu,Aff,28.3,28.5
Brophy YS,William G. Enloe PD,Wyatt Hatfield,Neg,28.8,30.0
BASIS Peoria IR,Scarsdale IA,Daniel Xu,Neg,28.5,28.5
