Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Dougherty Valley PA,Marlborough SS,Sam Lair,Neg,28.2,28.1
Loyola TG,Harker SY,Tarpan Mishra,Neg,28.7,29.0
Harvard-Westlake KM,Utah West High Independent BT,Ben Harris,Aff,28.5,28.0
Marlborough KM,Sehome AM,Natalie Gao,Aff,29.1,28.7
Harker VL,Immaculate Heart ELa,Joey Antonelli,Aff,29.0,28.9
Independent CL CL,Immaculate Heart SH,Navya Simha,Aff,28.5,28.0
Harker NB,Newark Science AL,Nick Phillips,Neg,29.0,29.1
Lynbrook DS,Denver South LH,Asha Taylor,Aff,26.0,25.0
Harker RA,Westridge TW,Adam Mimou,Neg,29.2,29.3
BASIS Independent Silicon Valley JK,New Roads LW,Eloise So,Aff,28.8,28.1
Stanford OHS AY,Evergreen Valley SK,Amy Zhang,Aff,27.5,27.0
Monta Vista EY,Snohomish AS,Simone Pisarik,Aff,29.3,28.7
Immaculate Heart CJ,Harvard-Westlake MR,Aerin Engelstad,Neg,27.7,27.8
Marlborough HL,Harker TP,Lilly Broussard,Aff,29.2,28.4
Flintridge Prep HH,Albuquerque MA,Laura Livingston,Neg,25.0,29.0
Westwood OA,Cherry Creek CC,Sally LIANG,Neg,26.0,28.0
ModernBrain JC,Harker AS,Neda Bahrani,Neg,28.9,29.1
Peninsula AB,Loyola RV,Elmer Yang,Aff,29.6,29.3
Lynbrook BZ,Milpitas DY,Riley Rees,Aff,29.2,28.4
Canyon Crest KM,Immaculate Heart MD,Elise Matton,Aff,28.8,27.2
Loyola JM,Delores Taylor Arthur School for Young Men JB,Noah Christiansen,Neg,28.8,28.9
CO Independent AY,Harker ASh,Jacob Lugo,Neg,28.3,29.0
Peninsula DN,St Francis LM,Grayson Parker,Aff,28.0,27.0
Loyola SH,Westridge KY,Aayush Patel,Neg,28.3,29.3
Sehome EM,Harvard-Westlake MT,Jared Burke,Neg,28.7,28.9
Northland Christian LM,Flintridge Prep EX,Alan Fishman,Aff,30.0,27.5
Harker ID,Granada Hills Charter MG,Logan Christianson,Neg,28.5,29.5
Peninsula EE,Irvington SD,Eloise So,Neg,28.0,28.4
Isidore Newman AB,Arushi Independent AD,Susanna Yoo,Neg,28.0,29.0
St Francis DG,Harvard-Westlake AS,Ben Harris,Aff,27.1,27.0
BASIS Independent Silicon Valley AY,Harker KB,Patrick Fox,Neg,28.1,29.3
Oakwood BW,Bellingham MC,Graham Johnstone,Aff,29.1,28.2
Harker SD,ModernBrain EX,Edward Rumbos-Perez,Aff,29.0,28.0
Harker EL,Lynbrook NM,Cameron Lange,Aff,28.4,27.0
Peninsula ES,Winston Churchill JK,Elizabeth Su,Neg,28.6,28.8
Immaculate Heart AE,Marlborough AW,Jared Burke,Neg,28.3,28.5
Kinkaid SZ,West SB,Alan Fishman,Aff,30.0,29.9
New Roads JM,Marlborough ED,Neda Bahrani,Neg,28.3,28.9
Northland Christian AH,Coppell KT,Aniruth Narayanan,Neg,29.2,29.3
St Francis ZC,Winston Churchill EM,DH Henderson,Aff,28.8,28.5
Stephen F Austin EN,Lynbrook MD,Jonathan Meza,Neg,29.2,29.3
Marlborough CT,Canyon Crest ZT,Kia Aliakbar,Aff,27.0,25.0
Marlborough TK,Peninsula SL,Sameer Nayyar,Neg,27.9,28.8
Miramonte SK,Riverside Independent SH,Gordon Krauss,Neg,28.3,29.0
QD Learning CS,Archbishop Mitty AC,Kimberley Jordan,Neg,29.2,29.3
Immaculate Heart MF,Peninsula BS,Elmer Yang,Aff,28.9,28.8
Arizona LK,Cherry Creek SH,Sreedhar Rao,Neg,28.9,28.7
Immaculate Heart SS,Cherry Creek AG,Conner Shih,Aff,29.1,28.4
Dougherty Valley CR,Northland Christian JH,Aniruth Narayanan,Neg,28.5,28.9
Flower Mound AM,Golden State RU,DH Henderson,Aff,29.5,28.5
Oak Ridge Independent AH,Harker NS,Vontrez White,Aff,29.2,28.8
Archbishop Mitty AP,Honor AP,Nelson Okunlola,Neg,29.2,29.4
Loyola LA,Oak Ridge Independent AA,Michael Harris,Neg,29.0,30.0
Monta Vista AC,Harvard-Westlake JT,Noah Christiansen,Neg,28.5,28.9
ModernBrain JH,Irvington MH,Aaron Marquette,Aff,28.3,28.0
Dougherty Valley AP,Winston Churchill MP,Navya Simha,Neg,28.5,28.6
Harvard-Westlake JJ,Immaculate Heart BS,Anish Maram,Neg,28.0,28.5
Los Altos EY,Marlborough WR,Kavin Kumaravel,Neg,28.5,29.5
Northwood JS,Hastings DF,Eric Haya,Aff,29.5,28.9
Harker LC,Fairview NU,Sophia larsen,Aff,29.0,28.6
Immaculate Heart CM,Milpitas RK,Patrick Tapia,Neg,28.3,29.2
Harker AA,Westlake AC,Jack Quisenberry,Aff,29.2,28.9
St Francis SV,Marlborough MJ,Scott Brown,Neg,29.0,29.2
Palo Alto ZY,Sage Oak Charter AK,Savit Bhat,Neg,28.3,29.7
Washington Independent WL,Harvard-Westlake EY,Sabeeh Mirza,Aff,29.0,28.3
Granada Hills Charter JK,Francis Parker RH,Austin Broussard,Neg,28.0,28.5
Westwood AP,Peninsula SU,Jessie Satovsky,Neg,28.6,29.2
Branham AC,Northwood GH,Lakshminarayanan Striramassarma,Neg,25.0,26.0
Westlake AH,Harvard-Westlake LS,Lilly Broussard,Neg,28.1,28.4
Harker NK,Sage IH,Austin Broussard,Neg,28.5,28.6
Harker AC,Northland Christian JM,Vontrez White,Neg,28.9,29.0
Peninsula AY,Stockdale JS,Jessie Satovsky,Aff,28.9,28.8
Marlborough SM,Loyola MT,Michael Harris,Aff,29.0,28.0
Loyola KK,Harker SS,Tarpan Mishra,Neg,28.4,28.9
Flintridge Prep IL,Mount Vernon TK,Pradeep Narra,Neg,28.5,28.6
Harvard-Westlake JW,Cherry Creek EZ,Jacob Lugo,Aff,28.5,28.2
Canyon Crest MJ,Immaculate Heart ES,Jonathan Meza,Neg,28.8,29.2
Fairview SP,Immaculate Heart HY,Adam Mimou,Neg,28.9,29.0
