Pro,Con,Judges,Votes,Win
Gulliver Prep II,Carrollton JK,"Susan Ramsey																																						Tracy Brown																																						Daniel Rivero","Con																															Pro																															Con","2-1																															CON"
Christopher Columbus AS,Bronx Science BG,"Mesha Knatt																																						Gabrielle Smith																																						Kristina Hoffmann","Con																															Con																															Pro","2-1																															CON"
