Pro,Con,Judges,Votes,Win
Regis GM,Walt Whitman HH,"Noelle Abbott																																		Allison Moon																																		Timothy Huth","Pro																												Pro																												Pro","3-0																															PRO"
Durham HP,Phillipsburg BM,"Ayanava Ganguly																																		Fawaz Ahmad																																		Mike Jones","Pro																												Pro																												Con","2-1																															PRO"
