Pro,Con,Judges,Votes,Win
Seven Lakes ML,Delbarton CE,"Katheryne Dwyer																																		Alessandro Perri																																		Kate Totz																																		Jack Johnson																																		Skylar Wang","Pro																												Con																												Pro																												Con																												Con","3-2																															CON"
