Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Flintridge Prep IL,Neenah DB,Lucy Dreyer,Aff,29.5,29.0
SF Lincoln OR,Neenah JB,Oscar Rich,Aff,28.0,27.0
Neenah CH,West Des Moines Valley BT,Parker Klyn,Aff,29.9,30.0
Theodore Roosevelt LH,Sheboygan South CH,Emma Sasser,Neg,29.0,29.3
Neenah MI,SF Lincoln KS,Conal Thomas-McGinnis,Neg,27.8,29.0
Neenah MM,West Des Moines Valley JC,David Henning,Aff,27.8,27.1
Wayzata BF,West Des Moines Valley LS,Elliot Harvanko,Neg,29.1,29.3
Neenah KH,Marquette GY,Anthony Finnegan,Aff,28.0,27.5
Wayzata NS,West Des Moines Valley JN,Tony Welter,Neg,28.8,29.8
Lakeville North ML,SF Lincoln CP,Brionna Banovich,Aff,28.0,27.0
