Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
West Des Moines Valley AM,Marlborough SW,Jordan Berry,Aff,26.5,26.0
Eagan EM,Edina VS,Jay Rye,Neg,28.5,29.0
Apple Valley ZC,Strake Jesuit  JW,Isaiah Salgado,Neg,28.3,28.4
Lexington NP,Marlborough KM,Kat Van Buren,Aff,29.4,29.3
Strake Jesuit  MM,Phillips Exeter Independent VD,Max Perin,Aff,28.8,28.5
Strake Jesuit  SV,Marlborough EP,Bilal Faisal,Aff,28.9,28.7
Bronx Science KL,Marlborough FM,sunil shah,Neg,29.0,30.0
Riverside Independent PK,Gabrielino OL,Elliot Harvanko,Neg,28.5,28.9
Harker LC,Millard North KB,aidan etkin,Aff,29.5,29.1
Kinkaid CM,West Des Moines Valley LV,Ian Matuszeski,Neg,28.9,29.0
Strake Jesuit  AY,Marlborough DK,Ryan Graham,Neg,29.2,29.1
Clear Lake CW,Horace Greeley SG,Aadi Patil,Neg,29.4,29.6
Strake Jesuit  KM,Marlborough LS,Mark Kivimaki,Neg,29.3,29.6
Memorial AW,Marlborough OO,Chris Castillo,Neg,29.1,29.3
Horace Greeley AM,Harker TP,Krizel Guansing,Aff,29.4,29.0
Phillips Exeter Independent HZ,EV Independent SK,chan park,Neg,28.7,29.5
Edgemont AP,Iowa City West VD,Tyler Thur,Aff,28.8,28.7
Phillips Exeter Independent ES,Harker ID,Ryan Davis,Neg,29.0,29.2
Lexington OO,Strake Jesuit  LC,Anderson Hendrix,Aff,29.5,29.4
Colorado Academy Independent HJ,Marlborough EF,Evelyn Asay,Neg,29.4,29.6
Pingry SH,Vestavia Hills VZ,Kush Vijapure,Neg,29.0,29.7
Greenhill AK,Memorial BL,Amanda Ciocca,Aff,29.9,29.7
Bronx Science SF,Marlborough CS,Yuanzhong Fan,Neg,29.0,29.6
West Des Moines Valley BD,Marlborough SMe,Timothy Zhang,Neg,28.5,29.5
St Michael Albertville ZD,Wayzata KF,David McGinnis,Aff,26.4,26.2
Harker JS,Marlborough AL,Victor Thoms,Aff,28.3,28.2
Northland Christian LH,Lakeville North KB,Sreenivasulu Kankanala,Neg,27.9,28.0
Millard North PA,Marlborough SSh,Joshua Burriola,Aff,28.0,27.5
Harker SG,Montgomery DM,Mark Ahlstrom,Aff,29.0,28.8
West Des Moines Valley JC,Strake Jesuit  KS,Temitope Ogundare,Neg,27.8,28.3
Strake Jesuit  SR,Iowa City West FH,Truman Le,Aff,28.8,28.5
Minnetonka ET,Harker AK,Calvin McMahon,Aff,27.0,25.5
Southlake Carroll SK,Harker EX,Shreeram Modi,Aff,28.8,29.0
Midtown HJ,Riverside Independent OT,Samantha Catapang,Aff,28.8,28.6
OC Policy Association JS,Marlborough MF,Victor Chen,Aff,29.0,28.0
Research Triangle KP,Harker RG,Frasat Chaudhry,Neg,27.8,27.9
Northland Christian LM,Westlake PS,squid monteith,Aff,29.3,28.9
Phillips Exeter Independent JF,Harker LL,Melekh Akintola,Neg,28.0,28.5
Horace Greeley CC,Harker NB,Aryan Jasani,Neg,29.9,30.0
West Des Moines Valley JS,Research Triangle YB,Evelyn Anderson,Aff,28.5,28.0
Edina NR,Harker AS,Sam Anderson,Aff,29.2,28.8
Greenhill EX,Marlborough RB,Adam Lipton,Neg,29.0,29.1
Edina SJ,West Des Moines Valley LW,Wyatt Hatfield,Aff,28.0,27.8
Greenhill DM,Marlborough AM,Tony Miller,Aff,29.1,29.0
Apple Valley JB,Southlake Carroll IM,David Coates,Neg,29.0,29.1
LAMP MK,Minnetonka IC,Breanna Wollman,Neg,28.0,28.2
West Des Moines Valley LS,Riverside Independent SH,Jacob Nails,Aff,29.5,29.6
Strake Jesuit  SA,Greenhill VT,Jack Quisenberry,Neg,28.6,29.0
OC Policy Association NC,Marlborough SM,Quentin Clark,Neg,28.6,28.7
Minnetonka AR,LAMP JL,Anna Tran,Aff,28.5,27.0
St Thomas CO,Strake Jesuit  SW,Archan Sen,Aff,29.4,29.3
Strake Jesuit  BC,Eagan SN,Caleb Prost,Aff,28.2,28.1
Strake Jesuit  BB,Phillips Exeter Independent JM,Tvisha Jindal,Neg,29.0,29.1
