Aff,Neg,Judges,Votes,Win
Strake Jesuit  RC,William G. Enloe AN,"Animesh Joshi																																		Stuart Beal																																		ananya natchukuri																																		Zoran Curgus																																		Ijeoma Obi","Aff																												Neg																												Neg																												Neg																												Neg","4-1																															NEG"
