Pro,Con,Judges,Votes,Win
Dougherty Valley AJ,Edina SR,"Stella Sung																																						Braedon Kirkpatrick																																						David Childree","Con																															Pro																															Pro","2-1																															PRO"
Blake CK,Dougherty Valley PB,"Gabe Rusk																																						Anbu Subramanian																																						Ramakanth Kondagunturi","Pro																															Con																															Pro","2-1																															PRO"
Cranbrook WS,Delbarton XP,"Andy Stubbs																																						Minu Basu																																						Lillian Albrecht","Pro																															Pro																															Pro","3-0																															PRO"
Fairmont Prep SS,Blake OR,"Irene Madejski																																						Akshay Kaura																																						Morgen Allen","Con																															Con																															Pro","2-1																															CON"
Westlake SS,Blake KV,"Parker Klyn																																						Rong Tian																																						Rohit Srinivas","Pro																															Con																															Pro","2-1																															PRO"
Kinkaid ZY,Eden Prairie GK,"Christopher Bryant																																						Nupur Mehrotra																																						Joshua Enebo","Pro																															Pro																															Pro","3-0																															PRO"
Westlake KP,Delbarton CE,"Prasad Gunturi																																						Surya Misra																																						Kate Totz","Pro																															Con																															Con","2-1																															CON"
Dougherty Valley SD,Fairmont Prep MT,"Vasu Rajanna																																						Logan Cook																																						Christian Vasquez","Pro																															Con																															Con","2-1																															CON"
