Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Neenah DB,Wayzata BF,Jesse Nguyen,Neg,29.5,30.0
Lincoln East MH,Glenbrook South MT,Grady Stein,Aff,29.0,28.5
Neenah MM,Harrisburg ES,Grady Stein,Aff,28.5,28.5
SF Lincoln EM,Millard North AG,Chase McCool,Aff,28.5,28.4
Neenah DC,Lincoln East JG,Kevin Lai,Neg,28.7,28.8
Harrisburg IS,West Des Moines Valley LV,Adam Krell,Neg,27.0,27.5
Neenah KH,West Des Moines Valley LS,Adam Krell,Neg,28.7,29.2
SF Lincoln CP,Johnston EH,David McGinnis,Aff,27.1,26.8
Neenah JB,Lincoln East JS,Ryan Magalhaes,Neg,27.0,27.5
Neenah CH,Lincoln East KP,David McGinnis,Neg,28.2,27.6
West Des Moines Valley JB,Millard North SD,Jack Ave,Aff,29.2,29.1
Millard North KB,West Des Moines Valley JN,Tony Welter,Neg,28.4,28.6
Millard North GS,SF Lincoln OR,Jesse Nguyen,Aff,28.5,28.0
Neenah AL,5 Steps AY,Jack Ave,Neg,30.0,30.0
,West Des Moines Valley JC,,Neg BYE,Neg BYE,
