Pro,Con,Judges,Votes,Win
University AW,MSTW Independent MS,"Joanne McCranie																																						Ben Jacobs																																						Collin Goemmer","Pro																															Con																															Con","2-1																															CON"
Dougherty Valley MS,Myers Park CM,"Cayla Barreiro																																						Dawn Paciotti																																						Nicole Tommarazzo","Con																															Con																															Pro","2-1																															CON"
Lambert South Independent HM,Princeton Independent TK,"Xiaoli DeScioli																																						Beth Cole																																						Hanh Do","Pro																															Con																															Pro","2-1																															PRO"
Canyon Crest RA,Canyon Crest WS,,Canyon Crest WS advances,Canyon Crest WS advances
