Aff,Neg,Judges,Votes,Result
Lexington BF,Strake Jesuit  KS,"Samantha McLoughlin																																		Tej Gedela																																		Rohith Sudhakar																																		Meera Sehgal																																		Arjan Kang","Neg																												Neg																												Neg																												Neg																												Neg","5-0																															NEG"
