Pro,Con,Judges,Votes,Win
Westlake MN,Thomas Wootton Independent LP,"Sasan Kasravi																																						John Joyce																																						Richard Lay","Pro																															Con																															Con","2-1																															CON"
Bergen DV,National Debate Club GL,"Saumya Singh																																						Sherry Huang																																						Ava Almand","Pro																															Con																															Con","2-1																															CON"
Pen Institute GK,Campbell Hall BK,"Melinda (Michi) Synn																																						Chris Cotrutsa																																						Rachel Evazians","Pro																															Pro																															Pro","3-0																															PRO"
Westlake GR,Acton-Boxborough GS,"Audrey Goode																																						Jessica Ding																																						Daksh Goyal","Con																															Con																															Pro","2-1																															CON"
