Aff,Neg,Judges,Votes,Win
Strake Jesuit  KS,Murphy Independent AW,"Becca Traber																																		Tom Evnen																																		Conal Thomas-McGinnis","Aff																												Aff																												Aff","3-0																															AFF"
Strake Jesuit  JS,Lake Highland Prep PS,"Chetan Hertzig																																		Elizabeth Murno																																		Curtis Chang","Aff																												Aff																												Neg","2-1																															AFF"
West Des Moines Valley SJ,Strake Jesuit  NW,"Zachary Siegel																																		Antonina Clementi																																		Annika Ruda","Neg																												Aff																												Neg","2-1																															NEG"
Strake Jesuit  JW,Strake Jesuit  VM,,Strake Jesuit  JW advances,Strake Jesuit  JW advances
