Aff,Neg,Judges,Votes,Win
Collegiate ND,Acton-Boxborough NK,"Daryl Burch																																						Ben Crossan																																						Saied Beckford																																						Mr. Fakorede																																						Willie Johnson","Aff																															Aff																															Neg																															Neg																															Aff","3-2																															AFF"
