Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Westlake BR,Chaminade AS,Kristen Arnold,Neg,29.4,30.0
Bronx Science MR,Harrison JG,Andrew Sun-Yan,Neg,28.8,29.0
Barrington AC,Harrison JA,Sarai Pridgen,Aff,28.5,27.0
Calvert Hall AW,Stuyvesant LC,Emma Thomas-McGinnis,Neg,29.6,29.9
Lake Highland Prep WH,West Des Moines Valley EM,Jarvis Xie,Aff,28.0,30.0
Collegiate ND,Harrison RP,Saied Beckford,Aff,29.8,29.6
GHS LW,Montville SH,Tajaih Robinson,Neg,29.1,29.3
Harrison JB,Lake Highland Prep VS,Sarai Pridgen,Aff,29.3,29.0
Bronx Science KO,Stuyvesant HJ,Jarvis Xie,Neg,29.0,29.5
Isidore Newman AB,Dulles NJ,Kristen Arnold,Neg,28.7,29.8
Holy Ghost Prep CR,La Salle BS,Sanju John,Aff,29.0,28.0
Stuyvesant DZ,Durham CW,Tiffany Dacheux,Aff,29.0,28.7
Westlake AC,Stuyvesant VC,Callum Theiding,Aff,28.8,27.1
Lake Highland Prep HL,Germantown YK,Animesh Joshi,Aff,28.7,28.4
Hunter SO,West Des Moines Valley BT,Tajaih Robinson,Aff,29.0,28.9
Summit MR,West Des Moines Valley MV,Tom Evnen,Aff,29.2,28.5
Lake Highland Prep AB,Harrison BS,Jacob Palmer,Aff,29.4,29.0
Poly Prep Country Day RG,La Salle TP,Saianurag Karavadi,Neg,29.2,29.8
Isidore Newman SR,Lake Highland Prep BR,Cale McCrary,Aff,28.2,27.5
Stuyvesant PH,West Des Moines Valley SE,Andrew Sun-Yan,Aff,28.0,27.5
Durham PA,Lake Highland Prep PS,Shreeram Modi,Neg,29.3,29.7
Strake Jesuit  JW,Harrison JP,Akash Kaukuntla,Neg,29.3,29.4
Millburn ST,Ridge RD,Jayanne Forrest,Neg,29.0,29.2
Durham SA,Strath Haven AM,Anand Rao,Neg,28.5,28.8
West Des Moines Valley JW,William G. Enloe PD,Tom Evnen,Aff,28.5,28.4
Vestavia Hills AS,Collegiate AW,Becca Traber,Aff,28.7,28.0
Walt Whitman HZ,Calvert Hall TR,Chetan Hertzig,Aff,28.8,28.2
Isidore Newman EE,Westlake AK,Jack Booth,Aff,29.4,29.3
William G. Enloe RN,Lake Highland Prep NP,Jacob Palmer,Neg,28.9,29.0
William G. Enloe AN,Solebury LN,Sasan Kasravi,Aff,28.5,27.5
Millburn AX,Calvert Hall CH,Animesh Joshi,Aff,28.5,28.4
Colonial Forge SR,Lake Highland Prep YA,Sasan Kasravi,Neg,29.0,28.5
Dallastown JK,,,Aff BYE,Aff BYE,
