Pro,Con,Judges,Votes,Win
L C Anderson BC,Dreyfoos Arts AL,"Charlie Jackson																																		VijayaSai Somasundaram																																		Casey Glymph																																		Jack Merkel																																		Rohan Mahtani","Pro																												Pro																												Pro																												Pro																												Pro","5-0																															PRO"
