Pro,Con,Judges,Votes,Win
Pine View KP,L C Anderson BC,"Beata Chen																																		Kaavya Sethumadhavan																																		Adam Hassan","Con																												Con																												Con","3-0																															CON"
Mountain Brook LH,Walt Whitman HH,"Turner Loesel																																		Julia Gibbs																																		Eray Atici","Pro																												Pro																												Con","2-1																															PRO"
Lake Highland Prep KD,Dreyfoos Arts AL,"Donovan Spall																																		Casey Glymph																																		Custer Gilchrest","Con																												Pro																												Con","2-1																															CON"
Strake Jesuit  DY,Edina SJ,"Rhea Nandwani																																		Jack Merkel																																		Rohan Mahtani","Con																												Con																												Con","3-0																															CON"
