Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Westlake AH,Walt Whitman SC,Neeta Shrivastava,Aff,29.8,29.7
Strake Jesuit  KM,Harker LC,Sruthi Ilangovan,Neg,28.9,29.0
Edina NR,Horace Greeley CC,Nicholas Ford,Aff,28.6,27.5
Marlborough AM,Harrison FW,Shania Hunt,Aff,29.5,29.4
Waring MB,Iowa City West JL,Stephen Scopa,Neg,28.5,28.8
Harker SC,Lexington MS,Rodrigo Paramo,Neg,28.3,28.7
Harrison RP,Strake Jesuit  JW,Conal Thomas-McGinnis,Neg,29.8,29.9
Riverside Independent PK,Wayzata NS,Di Wu,Aff,29.0,28.8
Lexington OO,BASIS Silicon Valley VP,Will Kochel,Neg,28.8,29.3
Eagan EM,Lakeville South EH,Tom Evnen,Neg,29.0,29.5
Harrison JB,West Des Moines Valley LS,Kacee Wells,Aff,29.3,28.9
Harrison BS,Northland Christian LM,Mark Kivimaki,Neg,29.2,29.0
Edina SO,Greenhill DM,Adam Lipton,Neg,28.2,28.3
Wayzata BF,Isidore Newman SE,Gerard Grigsby,Aff,28.5,28.0
West Des Moines Valley JS,Edina AK,Austin Broussard,Neg,27.5,28.5
Cary Acad RR,Isidore Newman JJ,Aryan Jasani,Aff,29.2,28.5
Memorial CS,Kinkaid SZ,Nithila Arunkumar,Neg,29.6,29.7
Strake Jesuit  MM,Marlborough PP,Ana Bittner,Neg,29.4,29.5
Washington Independent WL,Stanford OHS AY,Alex Huang,Neg,29.2,29.3
Lynbrook OM,American Heritage Broward CW,Syd Hegseth-Huntimer,Aff,29.8,29.7
Horace Greeley AM,Neenah CH,Brett Cryan,Aff,28.4,28.0
Horace Greeley SG,Harker SD,Vik Maan,Neg,29.3,29.4
Marlborough OO,Acton-Boxborough NK,Joey Antonelli,Aff,29.6,28.9
Lynbrook NM,Harker SY,Violet Affleck,Neg,28.8,29.0
Marlborough CT,West Des Moines Valley JW,Breanna Wollman,Aff,28.5,28.0
Brophy VF,Dougherty Valley SL,David Asafu-Adjaye,Aff,28.6,28.5
Neenah KH,Lake Highland Prep JQ,Mark Ahlstrom,Aff,28.8,28.6
Lakeville South AY,Harker TP,Heather Edmunds Reed,Neg,28.4,28.5
Brophy TJ,Harker VS,aidan etkin,Aff,29.5,28.7
Lynbrook VV,Greenhill AK,Jacob Nails,Aff,29.4,29.2
Lake Highland Prep ET,Marlborough ED,Hunter Harwood,Aff,28.9,29.1
Marlborough FM,Walt Whitman HZ,Samantha McLoughlin,Neg,28.6,29.2
Harker VL,Lake Highland Prep PS,Temitope Ogundare,Neg,29.0,29.1
Clear Lake CW,SF Lincoln KS,Michael Harris,Aff,29.0,28.5
SF Lincoln OR,Minnetonka AT,Emma Sasser,Neg,29.3,29.4
Northland Christian AH,Brophy VW,Lydia Wang,Aff,29.4,29.0
Isidore Newman DC,Harrison JG,Amanda Ciocca,Neg,29.8,29.9
Marlborough MS,West Des Moines Valley JB,Jonathan Alston,Aff,28.4,28.0
Harrison AG,Harker NB,Rose Larson,Neg,29.2,29.4
Lexington NP,Minnetonka AS,Spencer Swickle,Neg,28.4,28.5
Northland Christian JH,Newark Science AL,Claudia Ribera,Neg,29.2,29.5
Neenah AL,Phillips Exeter Independent RQ,Chetan Hertzig,Neg,28.7,29.2
Marlborough LF,Isidore Newman AB,Jack Dollinger,Neg,28.8,29.3
East Chapel Hill AX,Greenhill SK,Mike Bietz,Neg,28.9,29.8
Iowa City West FH,Lake Highland Prep CG,wyatt hatfield,Aff,28.3,28.2
Village AW,Harker AY,Paul Saliterman,Aff,28.0,27.0
Harker AA,Neenah DB,Cort Sylvester,Aff,29.2,28.5
Marlborough KM,Harrison AN,Trevor Martinez,Neg,28.0,29.5
Durham GW,Phillips Exeter Independent ES,Sam Anderson,Neg,29.1,29.3
Isidore Newman JD,Dougherty Valley SV,Ben Kleiman,Aff,29.0,28.7
Lovett EL,Edina SJ,Leah Willingham,Aff,27.8,27.3
Marlborough GA,Riverside Independent OT,Elizabeth Elliott,Aff,29.2,28.9
Mountain Lakes EW,Minnetonka NN,Simin Chen,Aff,29.3,28.9
West Des Moines Valley JN,Lynbrook BZ,Josh Lamet,Neg,28.4,29.8
Dublin HS Independent AG,Horace Greeley SR,Kabir Buch,Aff,29.2,27.9
McNeil AS,Lake Highland Prep GM,John Smarra,Aff,28.8,28.5
Lake Highland Prep NA,Rosemount MS,Ray Mestad,Aff,29.5,29.0
West Des Moines Valley CS,Dougherty Valley PN,Frasat Chaudhry,Neg,28.0,29.0
Marlborough SG,Memorial EJ,Alper Guvenen,Neg,28.9,29.4
Greenhill VT,Mercer Island Independent JY,Curtis Ortega,Neg,29.0,29.1
Newark Science DA,Neenah JB,Charles Zenhausern,Aff,29.4,29.2
Cary Acad DH,Awty International DC,Sebastian Cho,Neg,25.0,25.1
West Des Moines Valley LR,Gabrielino OL,Sutapa Dasgupta,Neg,27.0,28.0
Westlake MR,Riverside Independent SH,Leo Shao,Aff,29.6,29.4
Dougherty Valley KJ,,,Aff BYE,Aff BYE,
Harker JA,,,Aff BYE,Aff BYE,
