Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Bronx Science IM,Westlake MR,Eloise So,Neg,29.0,29.2
Valley Christian CL,Walt Whitman HZ,Sebastian Cho,Aff,29.5,29.4
Plano West AR,Immaculate Heart ES,Jacob Palmer,Aff,29.2,29.1
Peninsula AY,Harker NB,Chris Theis,Aff,29.3,29.0
Holy Trinity Episcopal CH,Colleyville Heritage CB,Colton Gilbert,Neg,28.5,28.7
Kinkaid SZ,Marlborough PP,Nick Loew,Neg,29.3,29.4
Lexington MS,Bronx Science KL,Patrick Fox,Neg,28.5,28.7
Greenhill SK,Monta Vista KR,Dylan Liu,Aff,29.3,29.1
Sequoyah MA,Wheatley AM,Bodhi Rosen,Neg,28.3,28.9
Harrison RP,Loyola TG,Brian Manuel,Aff,29.7,28.6
Dunwoody GR,Stoneman Douglas MH,Sanghoon Park,Aff,28.8,28.6
Lovett EL,Edgemont AP,Chetan Hertzig,Neg,29.0,29.3
ADL VK,Brophy YS,Michael Harris,Aff,29.5,28.5
Westlake PS,Auburn HW,Jonathan Waters,Neg,28.8,29.2
Brophy MS,Hawken AJ,Frasat Chaudhry,Neg,28.4,28.5
BASIS Silicon Valley JK,Acton-Boxborough AK,Jayden Bai,Aff,29.3,29.2
Immaculate Heart NH,Coppell KT,Kristopher Wallen,Neg,29.5,29.7
Nova JV,Lovett JV,Bob Portnoy,Neg,28.9,29.0
Colleyville Heritage GM,Midtown NF,Kumail Zaidi,Neg,29.9,30.0
La Salle JJ,Dunwoody AH,Zain Farooqui,Aff,28.0,29.0
Harvard-Westlake LS,Isidore Newman DC,Aaron Timmons,Aff,28.8,28.7
Plano West NS,Westwood AP,Garrett Bishop,Aff,29.4,28.5
Immaculate Heart AE,Horace Greeley AM,Jim Sydnor,Neg,28.2,28.5
King DP,Denver East JB,Mina Lee,Aff,27.5,27.4
School Without Walls VG,Cypress Bay NC,Ashley Murphy,Aff,28.3,27.8
Stoneman Douglas AG,Calhoun PM,Jordana Bales,Neg,27.0,27.5
Hawken BG,Northern Valley AC,Cody Morrow,Neg,28.9,29.1
Lynbrook BZ,Midtown HJ,Gordon Krauss,Aff,29.4,29.0
Westwood AU,Brophy TJ,Sam Church,Aff,29.3,29.2
Ardrey Kell EL,Mountain Brook JB,David Huston,Neg,28.0,28.1
Cary Acad RR,Marlborough AM,Adhitya Ravikumar,Neg,28.9,29.3
Harvard-Westlake WL,Harker SD,David Dosch,Neg,29.2,29.3
Christopher Columbus TP,Stoneman Douglas MC,Hunniya Ahmad,Aff,28.7,28.5
Poly Prep Country Day RG,St Francis ZC,Nate Graziano,Aff,29.2,29.0
Lynbrook OM,Flintridge Prep IL,Ayman Badawy,Aff,29.7,29.6
Harrison JG,Waring MB,Elijah Reisman,Neg,29.4,29.7
Clear Lake RM,Strake Jesuit  KM,Aerin Engelstad,Neg,28.6,28.9
Acton-Boxborough NK,Westlake AH,Eva Lamberson,Aff,29.8,29.2
Durham GW,Horace Greeley SG,Joe Rhee,Neg,28.9,29.2
Loyola UT,Lexington AL,Dan Bagwell,Neg,28.7,28.8
