Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Nova JV,Cypress Bay SS,Chan Park,Neg,28.8,28.9
DuPont Manual JS,Valley Christian CL,Ava Wegmann-Gatarz,Neg,28.1,28.2
Plano West AR,Sonoma AM,Garrett Bishop,Neg,29.5,29.6
Marlborough OO,Lexington AL,Parker Traxler,Aff,29.3,28.9
Dunwoody AH,Westwood SM,Eliza Avramova,Neg,28.3,30.0
Harker SD,Bronx Science KL,Aerin Engelstad,Aff,29.7,28.3
Dunwoody GR,Newark Science DA,Hunniya Ahmad,Neg,28.4,28.5
Dunwoody SB,Vestavia Hills VZ,Chetan Hertzig,Neg,28.2,29.0
Greenhill SK,Acton-Boxborough AK,Ayman Badawy,Neg,29.1,29.3
Stoneman Douglas AG,Concord Carlisle NA,Ashima Gulati,Aff,28.4,28.5
Strake Jesuit  KM,Durham GW,Eloise So,Aff,29.3,28.8
Madison Central NI,St Luke's DG,Divya Pathak,Neg,28.3,29.1
Marlborough AM,Westwood AU,Eloise So,Aff,29.3,29.0
Sequoyah PJ,Hawken BG,Jordana Bales,Neg,27.0,29.0
Harrison JB,Mountain Lakes EW,Guhan Krishnan,Aff,29.0,28.9
Harrison JG,Horace Greeley SG,Sebastian Cho,Neg,29.0,29.1
Stoneman Douglas MC,Horace Greeley AM,Tinghan Wang,Neg,28.3,28.9
Stoneman Douglas MH,Midtown NF,Brice Ezell,Neg,28.0,28.9
Kinkaid SZ,Head-Royce AJ,Ana Bittner,Neg,28.8,28.9
Ardrey Kell SA,Poly Prep Country Day RG,Lucas Bailey,Neg,28.0,29.0
Strake Jesuit  MM,Cary Acad DH,Sebastian Cho,Neg,29.4,29.5
Isidore Newman AB,La Salle JJ,Ayman Badawy,Aff,28.8,28.7
Ardrey Kell EL,Westwood AP,Elinor Agler,Neg,28.5,29.0
Ardrey Kell NG,Bronx Science LW,Nigel Taylor-Ward,Neg,28.6,28.9
Lake Highland Prep PS,Brophy MS,Elizabeth Thurow,Aff,29.5,29.0
Research Triangle PS,King DP,Gordon Krauss,Aff,28.3,28.1
Strake Jesuit  JW,BASIS Silicon Valley JK,Lydia Wang,Aff,29.7,28.8
Newark Science AL,Southlake Carroll AS,Michael Harris,Aff,29.5,29.4
Westlake MR,Mountain Brook JB,Patrick Fox,Aff,29.3,28.5
Mercer Island JY,Barrington AC,Maanik Chotalla,Neg,29.6,29.8
Greenhill DM,Elkins SS,Chansey Agler,Aff,29.7,28.8
Westlake AH,Loyola UT,Elijah Reisman,Aff,28.8,28.7
Brophy TJ,BASIS Scottsdale JV,Vontrez White,Aff,29.3,29.2
Marlborough PP,Colleyville Heritage CB,Maanik Chotalla,Aff,30.0,28.7
Westlake PS,American Heritage Broward JG,David Mogadati,Aff,29.0,27.0
American Heritage Broward CW,Walt Whitman SC,Wyatt Hatfield,Aff,29.0,28.4
Auburn EF,Loyola TG,Elijah Reisman,Neg,28.5,29.2
Clear Lake RM,Loyola RV,Curtis Ortega,Neg,29.1,29.2
Auburn HW,Holy Trinity Episcopal CH,Elijah Smith,Aff,28.4,28.3
School Without Walls VG,Vestavia Hills MH,Gordon Krauss,Neg,28.5,28.6
Plano West RC,Awty International DC,Demarcus Powell,Aff,29.0,28.7
Acton-Boxborough NK,St Francis ZC,Kumail Zaidi,Aff,28.5,28.0
Calhoun PM,Berkeley Carroll JH,Nicholas Ford,Neg,28.7,28.8
Lynbrook OM,Midtown PC,Jacob Nails,Aff,29.5,28.5
Wheatley AM,Immaculate Heart NH,Chan Park,Aff,29.2,29.1
Monta Vista KR,Altamont SB,Garrett Bishop,Aff,29.3,29.2
Harker AA,Lexington MS,Elijah Smith,Neg,29.3,29.4
Brophy YS,Waring MB,Samar Kibe,Neg,28.5,29.5
Cypress Bay NC,Plano West NS,Elinor Agler,Neg,28.5,29.0
Lovett JV,Little Rock Central CS,Lydia Wang,Neg,28.5,28.7
Lynbrook VV,ADL VK,Ava Wegmann-Gatarz,Aff,28.9,28.3
Lassiter GQ,Colleyville Heritage GM,Elizabeth Thurow,Neg,28.0,28.5
Lynbrook BZ,Jasper SG,Patrick Fox,Aff,29.4,28.7
Holy Trinity Episcopal AR,Lexington GC,Nicholas Ford,Neg,28.9,29.0
Peninsula AY,Monta Vista EY,Aerin Engelstad,Neg,29.2,29.9
Grapevine PM,Harvard-Westlake LS,Joe Rhee,Neg,28.0,28.7
Harker NB,Bronx Science IM,Bodhi Rosen,Aff,29.4,28.7
Cary Acad RR,Midtown HJ,Vontrez White,Aff,29.6,29.5
Hawken AJ,Sequoyah MA,David Mogadati,Neg,25.0,26.0
Madison Central AA,Christopher Columbus TP,Samar Kibe,Neg,28.5,29.0
Peninsula AL,Immaculate Heart AE,Jacob Nails,Aff,29.3,28.0
Montgomery DM,Edgemont AP,Ana Bittner,Neg,28.2,28.3
Harvard-Westlake WL,West Broward CF,Kumail Zaidi,Aff,28.8,28.1
Winston Churchill PH,Durham PA,Eliza Avramova,Neg,29.9,30.0
Denver East JB,Flintridge Prep IL,Chetan Hertzig,Neg,28.0,28.7
Vestavia Hills AS,Lovett EL,Chansey Agler,Neg,28.7,29.1
Coppell KT,Lake Highland Prep HL,Bodhi Rosen,Neg,29.6,29.8
Immaculate Heart ES,Altamont JS,Brice Ezell,Neg,29.2,29.3
Little Rock Central GT,Isidore Newman DC,Preston Stolte,Neg,28.2,27.8
Northern Valley AC,American Heritage Broward JX,Wyatt Hatfield,Neg,28.7,28.8
Peninsula BS,BASIS Silicon Valley VP,David Dosch,Aff,29.0,28.9
Village AW,Harrison RP,Hunniya Ahmad,Neg,28.9,29.6
Dublin HS Independent AG,Walt Whitman HZ,Michael Harris,Aff,29.2,29.1
