Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Tempe Prep CC,Hamilton MR,James Chen,Aff,29,29
Meadows BB,Peninsula KD,Bennett Fees,Neg,27,29
Peninsula AD,Brophy TJ,Nick Fleming,Neg,28,29
Park City NL,Peninsula JX,Jonah Gentleman,Aff,30,28
Mountain Ridge MI,Peninsula AJ,Gerard Grigsby,Neg,27,28
Peninsula WW,Desert Vista AD,Phillip Irving,Neg,28,29
West HS SLC TC,BASIS Peoria PY,Gordon Krauss,Neg,28,29
Harker KB,Peninsula KN,Samantha McLoughlin,Aff,29,28
Presentation AB,,,Aff BYE,Aff BYE,
Brophy CC,Hamilton SM,Amanda Nobra,Neg,29,30
Mountain View ED,Advanced Technologies AH,Deepa Rajagopalan,Neg,28,28
Peninsula EL,Advanced Technologies JM,Nebiyu Samuel,Neg,27,28
Harker RT,Hamilton GB,Kevin Sun,Aff,29,29
Durango TF,Ayala AM,Moon Sung Gwak,Neg,28,29
Andrew AA,Peninsula IY,,"Aff FFT																									Neg BYE","Aff FFT																									Neg BYE",
Hamilton NB,Peninsula AB,Nick Fleming,Neg,29,29
Peninsula AL,BASIS Phoenix SC,Jonah Gentleman,Aff,29,29
Peninsula MG,BASIS Peoria KC,Gerard Grigsby,Neg,28,28
West HS SLC HZ,Peninsula AY,Samantha McLoughlin,Aff,29,28
Bellarmine  AK,Meadows ZN,Anish Ramireddy,Aff,29,28
Southlake Carroll PK,Hamilton AL,Scott Wheeler,Aff,29,29
