Pro,Con,Judges,Votes,Win
Mountain Ridge SL,Durham WS,"david wong																																		Arman Tendulkar																																		Claudia LeDuc","Con																												Con																												Con","3-0																															CON"
Flintridge Prep VZ,Richard Montgomery TW,"Atif Rehman																																		Jesse Sun																																		Ethan Yan","Pro																												Pro																												Pro","3-0																															PRO"
Durham HH,Spence FH,"Miho Kurata-Anthony																																		Juan Trillo																																		Yurou Liu","Pro																												Pro																												Con","2-1																															PRO"
BC Academy CX,Flintridge Prep CY,"Georgina Emerson																																		Darren Chang																																		Eshal Sandhu","Pro																												Con																												Con","2-1																															CON"
Bronx Science SZ,Cary HZ,"Martha Warwick																																		Cecilia Granda-Scott																																		Megan Niu","Con																												Pro																												Con","2-1																															CON"
Dreyfoos Arts AL,Blake CK,"Noah Mengisteab																																		Jeffrey Xiong																																		Alessa Kim-Panero","Con																												Pro																												Pro","2-1																															PRO"
TJ Independent ZL,Durham PH,"Zach Dyar																																		Arya Mirza																																		Minghua Cao","Con																												Con																												Pro","2-1																															CON"
Thomas S. Wootton DT,Blake TP,"Anna Brent-Levenstein																																		Dylan Bober																																		Elaine Cheng","Con																												Pro																												Con","2-1																															CON"
