Pro,Con,Judges,Votes,Win
Blake BL,Strake Jesuit  MS,"Judijoy Jeter																																						Sophia Gustafson																																						Fiona Hu","Con																															Con																															Con","3-0																															CON"
Awty International ZZ,Strake Jesuit  GZ,"Tuyen Le																																						Eva Motolinia																																						Elizabeth Terveen","Con																															Con																															Pro","2-1																															CON"
