Pro,Con,Judges,Votes,Win
Fairmont Prep SL,Emerald GS,"Katheryne Dwyer																																						Andrew Li																																						Lauren Gillis","Con																															Pro																															Pro","2-1																															PRO"
Eden Prairie DV,Harker LL,"Eva Redmond																																						Xin Zhao																																						Ishan Dubey","Con																															Con																															Con","3-0																															CON"
Emerald GK,Acton-Boxborough NS,"Jianli Yang																																						Joe Brothers																																						Julia Scovil","Con																															Pro																															Pro","2-1																															PRO"
Strake Jesuit  HL,Theodore Roosevelt MM,"Swetha Iyengar																																						Alex Simpson																																						Shane Stafford","Con																															Con																															Pro","2-1																															CON"
Strake Jesuit  SM,Blake TB,"Benjamin Hughes																																						Ali Fehmi																																						Brendan Wilson","Pro																															Pro																															Pro","3-0																															PRO"
Nueva IR,Fairmont Prep JP,"Chitkala Sethuraman																																						Harinath Tirumal																																						Kate Totz","Con																															Pro																															Pro","2-1																															PRO"
Blake VS,William Fremd IB,"Gavin Serr																																						Parker Klyn																																						Charlie Walker","Pro																															Con																															Con","2-1																															CON"
Taipei American HT,Strake Jesuit  MC,"Gabe Seidman																																						Mariana Rai																																						Yezul Maharjan","Pro																															Con																															Con","2-1																															CON"
