Pro,Con,Judges,Votes,Win
Acton-Boxborough LJ,Regis KS,"Udayan Guha																																		Aarya Panwalkar																																		Lily Kwak","Con																												Con																												Con","3-0																															CON"
Hathaway Brown GS,Mission San Jose KK,"Tianyi Yang																																		Neetu Raina																																		Allison Lai","Con																												Con																												Con","3-0																															CON"
Regis BK,Alliance RY,"Jennifer Kim																																		Dafeng Yang																																		Gil Dror","Pro																												Con																												Pro","2-1																															PRO"
Scarsdale YL,Montgomery Blair LF,"Aashril Shazar																																		Jordan Harmsem																																		Smiti Modhurima","Con																												Pro																												Con","2-1																															CON"
Boston Latin CJ,American RK,"Srikar Satish																																		Wendy Wise Widder																																		Swapna Bellamkonda","Pro																												Con																												Pro","2-1																															PRO"
Charlotte Latin SW,North Allegheny PB,"Jack Williams																																		Mariel Cruz																																		Kiran Khan","Con																												Con																												Pro","2-1																															CON"
Riverdale Country GM,Princeton BM,"Yi Zhang																																		Leah Jacob																																		Lyric Niv","Con																												Pro																												Con","2-1																															CON"
Leland LM,Regis LP,"stephen kim																																		Hui Li																																		Holly Poore","Con																												Pro																												Pro","2-1																															PRO"
