Aff,Neg,Judges,Votes,Result
Strake Jesuit  ZD,Lexington BF,"Ausha Curry																																		Tahj Johnson																																		Ishan Bhatt","Aff																												Aff																												Aff","3-0																															AFF"
Lake Highland Prep AB,Northern Valley HS Independent JS,"Joshua Porter																																		angela zhong																																		Andrew Garber","Aff																												Aff																												Neg","2-1																															AFF"
