Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Success HSLA-MANHATTAN ZF,Ridge RD,Christian Han,Neg,28.0,29.7
Lake Highland Prep HL,James Bowie BR,Raina Batra,Aff,29.0,28.7
Harrison BK,Strath Haven ZP,Amy Ma,Aff,29.4,29.1
Success HSLA-MANHATTAN YO,Lake Highland Prep NA,Simran Gandhi,Neg,27.5,27.6
Acton-Boxborough RM,Concord Carlisle FZ,Charles Zenhausern,Neg,29.2,29.4
Strake Jesuit  KM,Phillips Academy Andover DB,Jane Lichtman,Aff,29.0,28.6
Newark Science AL,Lake Highland Prep GM,Shruti Narayanabhatla,Aff,29.1,28.9
Horace Greeley SG,Ridge MS,Chetan Hertzig,Aff,29.2,28.7
Lake Highland Prep SV,Ridge SK,Klil Loeb,Neg,30.0,29.5
Harrison AGe,Ridge SBe,Jose Rivera,Aff,27.8,27.7
Cambridge Rindge and Latin KA,Acton-Boxborough AK,Aanya Ghosh,Neg,28.7,29.0
Acton-Boxborough AN,Deerfield JF,Robertha Alexis,Aff,28.0,27.9
Newark Science FB,Strake Jesuit  MM,Melanie Cohn,Neg,28.5,29.5
Strake Jesuit  GE,Summit MR,Shreyas Chakravarti,Neg,28.0,29.0
Needham LW,Lake Highland Prep AR,Jordana Bales,Neg,28.8,29.0
Harrison AG,Lincoln-Sudbury PR,Guhan Krishnan,Aff,28.5,28.0
Needham MW,Ridge ZC,Guhan Krishnan,Aff,28.2,28.1
Bronx Science CD,Strake Jesuit  AS,Tom Evnen,Neg,28.5,29.0
Lake Highland Prep PS,La Salle TR,Jose Rivera,Aff,28.2,27.5
La Salle JJ,Strake Jesuit  NW,Shruti Narayanabhatla,Neg,29.0,29.4
Lake Highland Prep NC,Clear Lake RM,Aanya Ghosh,Neg,28.9,29.3
Strake Jesuit  VJ,Memorial MG,Raina Batra,Neg,27.8,27.0
Acton-Boxborough NK,Harrison RP,Zion Dixon,Neg,29.2,29.8
Harrison BS,La Salle RR,Adam Nir,Aff,28.5,28.0
Newark Tech JO,Lake Highland Prep MA,Arati Naik,Neg,28.7,28.9
Strake Jesuit  SR,Horace Greeley AM,Rose Larson,Aff,28.8,29.1
Strake Jesuit  MMa,Acton-Boxborough AL,Christian Han,Neg,28.5,28.7
Harrison EN,Germantown YK,Tom Evnen,Aff,28.9,28.7
Harrison JB,Success HSLA-BROOKLYN BB,Klil Loeb,Aff,29.5,28.5
Bronx Science AB,Strake Jesuit  RC,Chetan Hertzig,Neg,28.0,28.1
Harrison AN,Lake Highland Prep NP,Zion Dixon,Neg,29.0,29.1
