Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Loyola TC,Sage Hill IH,Jennifer Robateau,Neg,27.9,28.3
BASIS Scottsdale AV,Marlborough CSa,Victor Jih,Neg,28.0,28.3
Polytechnic RK,Sky View NL,Krizel Guansing,Aff,28.5,28.4
Marlborough CI,Canyon Crest CD,Porter Winterton,Aff,30.0,26.5
Sage Hill AJ,Harker KA,Joseph Barquin,Aff,29.0,28.7
Marlborough GC,Polytechnic EH,Dillon Brouwer,Aff,30.0,29.8
Leigh EK,Peninsula NK,Isaiah Salgado,Aff,28.1,27.9
Meadows TB,Polytechnic KK,Allyson Spurlock,Aff,29.7,29.3
Marlborough CS,Peninsula GY,Nathan Saper,Aff,28.5,27.8
Loyola JP,Brophy KL,Brett Boelkens,Aff,28.0,27.5
St Francis ZC,Harker MS,Nia Gordon,Aff,30.0,29.0
Advanced Technologies YM,San Marino RL,Kevin Cisneros,Neg,29.0,29.1
Peninsula EC,Loyola SC,Gerard Grigsby,Neg,28.3,28.6
Peninsula JE,Loyola TH,Brett Boelkens,Aff,30.0,29.5
Brophy VW,Loyola ED,Jacob Nails,Aff,28.7,28.8
Brophy AS,Marlborough MF,Porter Winterton,Neg,27.5,30.0
Harker LL,Brophy NR,Jonathan Meza,Neg,29.2,29.3
Marlborough FM,Harvard-Westlake SB,Leila Smith,Aff,30.0,28.0
Harvard-Westlake EG,Sage Hill LZ,Isaiah Salgado,Aff,28.8,28.5
Peninsula DN,Marlborough SS,Alice Waters,Aff,28.9,28.8
Loyola RV,Marlborough AK,Allyson Spurlock,Neg,29.3,29.4
Harvard-Westlake DB,Harker SD,Jacob Nails,Neg,29.3,29.6
Harker JK,Marlborough JW,Leila Smith,Aff,30.0,29.0
Harker JS,Marlborough LS,Joey Antonelli,Neg,29.0,29.1
Harvard-Westlake MR,Marlborough SC,Christian Bohmer,Aff,29.3,29.0
Marlborough EP,Harker LX,Joey Antonelli,Neg,29.7,29.8
Harker AA,Loyola UT,Brian Son,Aff,29.6,29.5
Peninsula AU,Marlborough DK,Victor Jih,Neg,29.0,29.1
Peninsula JT,San Marino EC,Elvis Pineda,Aff,29.0,28.9
Marlborough RB,Pinewood CA,Patrick Fox,Aff,28.7,28.5
Brophy YS,Harvard-Westlake EY,Yardley Rosas,Neg,28.5,28.6
Harvard-Westlake LS,Marlborough AM,Christian Bohmer,Neg,29.3,29.6
Marlborough AL,Loyola TG,Alice Waters,Neg,28.9,29.2
Harker TP,Marlborough CM,Tom Woodhead,Aff,29.0,28.5
St Francis WW,Marlborough SMe,Calvin Tyler,Aff,28.8,28.7
Harvard-Westlake JW,Harker GN,Gerard Grigsby,Aff,29.0,28.9
Harker DD,Marlborough SM,Tom Woodhead,Neg,28.3,28.5
Marlborough PS,BASIS Scottsdale JV,Calvin Tyler,Neg,29.4,29.5
Harker JY,Marlborough SK,Brian Son,Aff,29.1,29.0
