Pro,Con,Judges,Votes,Win
Newton South MK,Regis HT,"Sunitha Paravasthu																																		Hailin Yang																																		Christopher Robertson","Pro																												Con																												Con","2-1																															CON"
Acton-Boxborough FE,Poly Prep Country Day ST,"Tara Gill																																		M. Reza MALIHI																																		Kurtis Lee","Pro																												Con																												Pro","2-1																															PRO"
